,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,yards
0,Mississippi State,SEC,DOWNS,"{'minutes': 4, 'seconds': 40}",1,"{'minutes': 10, 'seconds': 20}",67,400603836,4006038361,Southern Mississippi,Conference USA,12,False,1,{'minutes': 15},23,44
1,Southern Mississippi,Conference USA,FUMBLE,"{'minutes': 1, 'seconds': 1}",1,"{'minutes': 9, 'seconds': 19}",0,400603836,4006038362,Mississippi State,SEC,4,False,1,"{'minutes': 10, 'seconds': 20}",67,67
2,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 1}",1,"{'minutes': 7, 'seconds': 18}",20,400603836,4006038363,Southern Mississippi,Conference USA,3,False,1,"{'minutes': 9, 'seconds': 19}",20,0
3,Mississippi State,SEC,FG,"{'minutes': 1, 'seconds': 52}",1,"{'minutes': 5, 'seconds': 26}",86,400603836,4006038365,Southern Mississippi,Conference USA,4,True,1,"{'minutes': 7, 'seconds': 18}",89,-3
4,Southern Mississippi,Conference USA,TD,{},1,"{'minutes': 5, 'seconds': 26}",0,400603836,4006038366,Mississippi State,SEC,0,True,1,"{'minutes': 5, 'seconds': 26}",0,0
5,Mississippi State,SEC,TD,"{'minutes': 3, 'seconds': 12}",1,"{'minutes': 2, 'seconds': 14}",100,400603836,4006038367,Southern Mississippi,Conference USA,8,True,1,"{'minutes': 5, 'seconds': 26}",30,70
6,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 43}",1,{'seconds': 31},35,400603836,4006038368,Southern Mississippi,Conference USA,3,False,1,"{'minutes': 2, 'seconds': 14}",42,-7
7,Southern Mississippi,Conference USA,PUNT,{'seconds': 52},2,"{'minutes': 14, 'seconds': 39}",55,400603836,4006038369,Mississippi State,SEC,4,False,1,{'seconds': 31},83,28
8,Mississippi State,SEC,INT,"{'minutes': 6, 'seconds': 27}",1,"{'minutes': 8, 'seconds': 33}",95,400603843,4006038431,Auburn,SEC,13,False,1,{'minutes': 15},25,70
9,Auburn,SEC,TD,"{'minutes': 3, 'seconds': 15}",1,"{'minutes': 5, 'seconds': 18}",0,400603843,4006038432,Mississippi State,SEC,10,True,1,"{'minutes': 8, 'seconds': 33}",79,79
10,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 17}",1,"{'minutes': 3, 'seconds': 1}",34,400603843,4006038433,Auburn,SEC,3,False,1,"{'minutes': 5, 'seconds': 18}",25,9
11,Auburn,SEC,PUNT,"{'minutes': 2, 'seconds': 30}",1,{'seconds': 31},50,400603843,4006038434,Mississippi State,SEC,5,False,1,"{'minutes': 3, 'seconds': 1}",63,13
12,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 53}",2,"{'minutes': 11, 'seconds': 38}",34,400603843,4006038435,Auburn,SEC,6,False,1,{'seconds': 31},20,14
13,Auburn,SEC,TD,"{'minutes': 3, 'seconds': 36}",2,"{'minutes': 8, 'seconds': 2}",0,400603843,4006038436,Mississippi State,SEC,11,True,2,"{'minutes': 11, 'seconds': 38}",79,79
14,Mississippi State,SEC,MISSED FG,"{'minutes': 7, 'seconds': 17}",2,{'seconds': 45},91,400603843,4006038437,Auburn,SEC,15,False,2,"{'minutes': 8, 'seconds': 2}",24,67
15,Auburn,SEC,END OF HALF,{'seconds': 45},2,{},76,400603843,4006038438,Mississippi State,SEC,1,False,2,{'seconds': 45},80,4
16,Auburn,SEC,FUMBLE,"{'minutes': 2, 'seconds': 20}",3,"{'minutes': 12, 'seconds': 40}",40,400603843,4006038439,Mississippi State,SEC,7,False,3,{'minutes': 15},65,21
17,Northwestern State,,TD,"{'minutes': 1, 'seconds': 39}",1,"{'minutes': 13, 'seconds': 21}",100,400603855,4006038551,Mississippi State,SEC,5,True,1,{'minutes': 15},25,75
18,Mississippi State,SEC,DOWNS,"{'minutes': 5, 'seconds': 53}",1,"{'minutes': 7, 'seconds': 28}",17,400603855,4006038552,Northwestern State,,11,False,1,"{'minutes': 13, 'seconds': 21}",75,58
19,Northwestern State,,TD,"{'minutes': 4, 'seconds': 2}",1,"{'minutes': 3, 'seconds': 26}",100,400603855,4006038553,Mississippi State,SEC,10,True,1,"{'minutes': 7, 'seconds': 28}",17,83
20,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 17}",1,"{'minutes': 1, 'seconds': 9}",89,400603855,4006038554,Northwestern State,,3,False,1,"{'minutes': 3, 'seconds': 26}",79,-10
21,Northwestern State,,TD,"{'minutes': 1, 'seconds': 2}",1,{'seconds': 7},100,400603855,4006038555,Mississippi State,SEC,4,True,1,"{'minutes': 1, 'seconds': 9}",67,33
22,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 42}",2,"{'minutes': 13, 'seconds': 25}",77,400603855,4006038556,Northwestern State,,3,False,1,{'seconds': 7},75,-2
23,Northwestern State,,FUMBLE,{'seconds': 28},2,"{'minutes': 12, 'seconds': 57}",72,400603855,4006038557,Mississippi State,SEC,2,False,2,"{'minutes': 13, 'seconds': 25}",29,43
24,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 12}",2,"{'minutes': 11, 'seconds': 45}",71,400603855,4006038558,Northwestern State,,3,False,2,"{'minutes': 12, 'seconds': 57}",72,1
25,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 8}",1,"{'minutes': 12, 'seconds': 52}",41,400603865,4006038651,Mississippi State,SEC,5,False,1,{'minutes': 15},25,16
26,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 14}",1,"{'minutes': 10, 'seconds': 38}",67,400603865,4006038652,LSU,SEC,3,False,1,"{'minutes': 12, 'seconds': 52}",76,9
27,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 39}",1,"{'minutes': 8, 'seconds': 59}",15,400603865,4006038653,Mississippi State,SEC,3,False,1,"{'minutes': 10, 'seconds': 38}",9,6
28,Mississippi State,SEC,TD,"{'minutes': 4, 'seconds': 22}",1,"{'minutes': 4, 'seconds': 37}",0,400603865,4006038654,LSU,SEC,8,True,1,"{'minutes': 8, 'seconds': 59}",48,48
29,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 1}",1,"{'minutes': 2, 'seconds': 36}",10,400603865,4006038655,Mississippi State,SEC,3,False,1,"{'minutes': 4, 'seconds': 37}",25,-15
30,Mississippi State,SEC,TD,{'seconds': 38},1,"{'minutes': 1, 'seconds': 58}",0,400603865,4006038656,LSU,SEC,2,True,1,"{'minutes': 2, 'seconds': 36}",46,46
31,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 12}",2,"{'minutes': 14, 'seconds': 46}",46,400603865,4006038657,Mississippi State,SEC,5,False,1,"{'minutes': 1, 'seconds': 58}",23,23
32,Mississippi State,SEC,PUNT,{'minutes': 3},2,"{'minutes': 11, 'seconds': 46}",56,400603865,4006038658,LSU,SEC,6,False,2,"{'minutes': 14, 'seconds': 46}",80,24
33,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 31}",2,"{'minutes': 10, 'seconds': 15}",55,400603865,4006038659,Mississippi State,SEC,7,False,2,"{'minutes': 11, 'seconds': 46}",19,36
34,Mississippi State,SEC,TD,"{'minutes': 5, 'seconds': 1}",1,"{'minutes': 9, 'seconds': 59}",100,400603885,4006038851,Texas A&M,SEC,12,True,1,{'minutes': 15},9,91
35,Texas A&M,SEC,FG,"{'minutes': 4, 'seconds': 30}",1,"{'minutes': 5, 'seconds': 29}",20,400603885,4006038852,Mississippi State,SEC,11,True,1,"{'minutes': 9, 'seconds': 59}",83,63
36,Mississippi State,SEC,TD,"{'minutes': 2, 'seconds': 6}",1,"{'minutes': 3, 'seconds': 23}",100,400603885,4006038853,Texas A&M,SEC,6,True,1,"{'minutes': 5, 'seconds': 29}",25,75
37,Texas A&M,SEC,DOWNS,"{'minutes': 2, 'seconds': 56}",1,{'seconds': 27},35,400603885,4006038854,Mississippi State,SEC,9,False,1,"{'minutes': 3, 'seconds': 23}",75,40
38,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 16}",2,"{'minutes': 13, 'seconds': 11}",63,400603885,4006038855,Texas A&M,SEC,6,True,1,{'seconds': 27},35,28
39,Texas A&M,SEC,TD,"{'minutes': 1, 'seconds': 38}",2,"{'minutes': 11, 'seconds': 33}",0,400603885,4006038856,Mississippi State,SEC,4,True,2,"{'minutes': 13, 'seconds': 11}",75,75
40,Mississippi State,SEC,PUNT,"{'minutes': 5, 'seconds': 44}",2,"{'minutes': 5, 'seconds': 49}",43,400603885,4006038857,Texas A&M,SEC,13,False,2,"{'minutes': 11, 'seconds': 33}",13,30
41,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 33}",2,"{'minutes': 4, 'seconds': 16}",79,400603885,4006038858,Mississippi State,SEC,3,False,2,"{'minutes': 5, 'seconds': 49}",80,1
42,Mississippi State,SEC,MISSED FG,"{'minutes': 2, 'seconds': 18}",2,"{'minutes': 1, 'seconds': 58}",70,400603885,4006038859,Texas A&M,SEC,7,False,2,"{'minutes': 4, 'seconds': 16}",53,17
43,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 58}",1,"{'minutes': 12, 'seconds': 2}",45,400603889,4006038891,Kentucky,SEC,6,False,1,{'minutes': 15},75,30
44,Kentucky,SEC,PUNT,{'seconds': 57},1,"{'minutes': 11, 'seconds': 5}",19,400603889,4006038892,Mississippi State,SEC,3,False,1,"{'minutes': 12, 'seconds': 2}",11,8
45,Mississippi State,SEC,TD,"{'minutes': 2, 'seconds': 46}",1,"{'minutes': 8, 'seconds': 19}",0,400603889,4006038893,Kentucky,SEC,7,True,1,"{'minutes': 11, 'seconds': 5}",69,69
46,Kentucky,SEC,TD,"{'minutes': 5, 'seconds': 30}",1,"{'minutes': 2, 'seconds': 49}",100,400603889,4006038894,Mississippi State,SEC,15,True,1,"{'minutes': 8, 'seconds': 19}",19,81
47,Mississippi State,SEC,FG,"{'minutes': 1, 'seconds': 53}",1,{'seconds': 56},27,400603889,4006038895,Kentucky,SEC,8,True,1,"{'minutes': 2, 'seconds': 49}",75,48
48,Kentucky,SEC,TD,"{'minutes': 2, 'seconds': 18}",2,"{'minutes': 13, 'seconds': 38}",100,400603889,4006038896,Mississippi State,SEC,7,True,1,{'seconds': 56},25,75
49,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 13}",2,"{'minutes': 11, 'seconds': 25}",92,400603889,4006038897,Kentucky,SEC,3,False,2,"{'minutes': 13, 'seconds': 38}",87,-5
50,Kentucky,SEC,DOWNS,"{'minutes': 2, 'seconds': 7}",2,"{'minutes': 9, 'seconds': 18}",81,400603889,4006038898,Mississippi State,SEC,5,False,2,"{'minutes': 11, 'seconds': 25}",58,23
51,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 15}",2,"{'minutes': 6, 'seconds': 3}",61,400603889,4006038899,Kentucky,SEC,7,False,2,"{'minutes': 9, 'seconds': 18}",81,20
52,Louisiana Tech,Conference USA,PUNT,"{'minutes': 1, 'seconds': 53}",1,"{'minutes': 13, 'seconds': 7}",45,400603895,4006038951,Mississippi State,SEC,6,False,1,{'minutes': 15},25,20
53,Mississippi State,SEC,TD,"{'minutes': 2, 'seconds': 40}",1,"{'minutes': 10, 'seconds': 27}",0,400603895,4006038952,Louisiana Tech,Conference USA,8,True,1,"{'minutes': 13, 'seconds': 7}",80,80
54,Louisiana Tech,Conference USA,PUNT,"{'minutes': 2, 'seconds': 9}",1,"{'minutes': 8, 'seconds': 18}",44,400603895,4006038953,Mississippi State,SEC,4,False,1,"{'minutes': 10, 'seconds': 27}",25,19
55,Mississippi State,SEC,TD,"{'minutes': 3, 'seconds': 59}",1,"{'minutes': 4, 'seconds': 19}",0,400603895,4006038954,Louisiana Tech,Conference USA,10,True,1,"{'minutes': 8, 'seconds': 18}",73,73
56,Louisiana Tech,Conference USA,TD,"{'minutes': 1, 'seconds': 49}",1,"{'minutes': 2, 'seconds': 30}",100,400603895,4006038955,Mississippi State,SEC,7,True,1,"{'minutes': 4, 'seconds': 19}",18,82
57,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 6}",1,{'seconds': 24},51,400603895,4006038956,Louisiana Tech,Conference USA,4,False,1,"{'minutes': 2, 'seconds': 30}",75,24
58,Louisiana Tech,Conference USA,FG,"{'minutes': 3, 'seconds': 51}",2,"{'minutes': 11, 'seconds': 27}",92,400603895,4006038957,Mississippi State,SEC,15,True,1,{'seconds': 24},27,65
59,Mississippi State,SEC,FG,"{'minutes': 4, 'seconds': 9}",2,"{'minutes': 7, 'seconds': 18}",15,400603895,4006038958,Louisiana Tech,Conference USA,9,True,2,"{'minutes': 11, 'seconds': 27}",74,59
60,Louisiana Tech,Conference USA,TD,"{'minutes': 4, 'seconds': 25}",2,"{'minutes': 2, 'seconds': 53}",100,400603895,4006038959,Mississippi State,SEC,12,True,2,"{'minutes': 7, 'seconds': 18}",15,85
61,Troy,Sun Belt,TD,{'seconds': 35},1,"{'minutes': 14, 'seconds': 25}",100,400603900,4006039001,Mississippi State,SEC,2,True,1,{'minutes': 15},35,65
62,Mississippi State,SEC,FUMBLE TD,"{'minutes': 1, 'seconds': 9}",1,"{'minutes': 13, 'seconds': 16}",100,400603900,4006039002,Troy,Sun Belt,3,True,1,"{'minutes': 14, 'seconds': 25}",93,-7
63,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 21}",1,"{'minutes': 10, 'seconds': 46}",69,400603900,4006039004,Troy,Sun Belt,4,False,1,"{'minutes': 13, 'seconds': 7}",53,-16
64,Troy,Sun Belt,PUNT,"{'minutes': 1, 'seconds': 24}",1,"{'minutes': 9, 'seconds': 22}",44,400603900,4006039005,Mississippi State,SEC,5,False,1,"{'minutes': 10, 'seconds': 46}",28,16
65,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 53}",1,"{'minutes': 5, 'seconds': 29}",53,400603900,4006039006,Troy,Sun Belt,8,False,1,"{'minutes': 9, 'seconds': 22}",82,29
66,Troy,Sun Belt,PUNT,{'seconds': 49},1,"{'minutes': 4, 'seconds': 40}",23,400603900,4006039007,Mississippi State,SEC,3,False,1,"{'minutes': 5, 'seconds': 29}",20,3
67,Mississippi State,SEC,PUNT RETURN TD,"{'minutes': 1, 'seconds': 36}",1,"{'minutes': 3, 'seconds': 4}",62,400603900,4006039008,Troy,Sun Belt,6,True,1,"{'minutes': 4, 'seconds': 40}",76,14
68,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 15}",1,"{'minutes': 13, 'seconds': 45}",25,400603911,4006039111,Missouri,SEC,3,False,1,{'minutes': 15},25,0
69,Missouri,SEC,TD,{'seconds': 42},1,"{'minutes': 13, 'seconds': 3}",0,400603911,4006039112,Mississippi State,SEC,4,True,1,"{'minutes': 13, 'seconds': 45}",62,62
70,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 18}",1,"{'minutes': 11, 'seconds': 45}",28,400603911,4006039113,Missouri,SEC,3,False,1,"{'minutes': 13, 'seconds': 3}",25,3
71,Missouri,SEC,PUNT,"{'minutes': 1, 'seconds': 31}",1,"{'minutes': 10, 'seconds': 14}",48,400603911,4006039114,Mississippi State,SEC,5,False,1,"{'minutes': 11, 'seconds': 45}",64,16
72,Mississippi State,SEC,INT,"{'minutes': 1, 'seconds': 37}",1,"{'minutes': 8, 'seconds': 37}",43,400603911,4006039115,Missouri,SEC,5,False,1,"{'minutes': 10, 'seconds': 14}",14,29
73,Missouri,SEC,PUNT,"{'minutes': 1, 'seconds': 29}",1,"{'minutes': 7, 'seconds': 8}",49,400603911,4006039116,Mississippi State,SEC,3,False,1,"{'minutes': 8, 'seconds': 37}",45,-4
74,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 17}",1,"{'minutes': 5, 'seconds': 51}",8,400603911,4006039117,Missouri,SEC,3,False,1,"{'minutes': 7, 'seconds': 8}",20,-12
75,Missouri,SEC,FUMBLE,"{'minutes': 1, 'seconds': 7}",1,"{'minutes': 4, 'seconds': 44}",53,400603911,4006039118,Mississippi State,SEC,4,False,1,"{'minutes': 5, 'seconds': 51}",64,11
76,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 44}",1,{'minutes': 2},87,400603911,4006039119,Missouri,SEC,7,True,1,"{'minutes': 4, 'seconds': 44}",53,34
77,Ole Miss,SEC,FUMBLE,"{'minutes': 2, 'seconds': 37}",1,"{'minutes': 12, 'seconds': 23}",52,400603918,4006039181,Mississippi State,SEC,8,False,1,{'minutes': 15},25,27
78,Mississippi State,SEC,TD,"{'minutes': 1, 'seconds': 14}",1,"{'minutes': 11, 'seconds': 9}",0,400603918,4006039182,Ole Miss,SEC,4,True,1,"{'minutes': 12, 'seconds': 23}",62,62
79,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 43}",1,"{'minutes': 9, 'seconds': 26}",18,400603918,4006039183,Mississippi State,SEC,3,False,1,"{'minutes': 11, 'seconds': 9}",25,-7
80,Mississippi State,SEC,TD,"{'minutes': 4, 'seconds': 16}",1,"{'minutes': 5, 'seconds': 10}",0,400603918,4006039184,Ole Miss,SEC,9,True,1,"{'minutes': 9, 'seconds': 26}",68,68
81,Ole Miss,SEC,INT TD,"{'minutes': 2, 'seconds': 5}",1,"{'minutes': 3, 'seconds': 5}",40,400603918,4006039185,Mississippi State,SEC,5,True,1,"{'minutes': 5, 'seconds': 10}",25,15
82,Ole Miss,SEC,FG,"{'minutes': 3, 'seconds': 48}",2,"{'minutes': 14, 'seconds': 17}",95,400603918,4006039186,Mississippi State,SEC,9,True,1,"{'minutes': 3, 'seconds': 5}",37,58
83,Mississippi State,SEC,TD,"{'minutes': 3, 'seconds': 32}",2,"{'minutes': 10, 'seconds': 45}",0,400603918,4006039187,Ole Miss,SEC,8,True,2,"{'minutes': 14, 'seconds': 17}",75,75
84,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 3}",2,"{'minutes': 8, 'seconds': 42}",15,400603918,4006039188,Mississippi State,SEC,3,False,2,"{'minutes': 10, 'seconds': 45}",21,-6
85,Mississippi State,SEC,MISSED FG,"{'minutes': 3, 'seconds': 38}",2,"{'minutes': 5, 'seconds': 4}",21,400603918,4006039189,Ole Miss,SEC,8,False,2,"{'minutes': 8, 'seconds': 42}",65,44
86,Mississippi State,SEC,TD,"{'minutes': 4, 'seconds': 44}",1,"{'minutes': 10, 'seconds': 16}",100,400603922,4006039221,Arkansas,SEC,11,True,1,{'minutes': 15},25,75
87,Arkansas,SEC,TD,"{'minutes': 2, 'seconds': 45}",1,"{'minutes': 7, 'seconds': 31}",0,400603922,4006039222,Mississippi State,SEC,8,True,1,"{'minutes': 10, 'seconds': 16}",77,77
88,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 6}",1,"{'minutes': 6, 'seconds': 25}",23,400603922,4006039223,Arkansas,SEC,3,False,1,"{'minutes': 7, 'seconds': 31}",25,-2
89,Arkansas,SEC,TD,"{'minutes': 2, 'seconds': 48}",1,"{'minutes': 3, 'seconds': 37}",0,400603922,4006039224,Mississippi State,SEC,7,True,1,"{'minutes': 6, 'seconds': 25}",65,65
90,Mississippi State,SEC,TD,"{'minutes': 4, 'seconds': 24}",2,"{'minutes': 14, 'seconds': 13}",100,400603922,4006039225,Arkansas,SEC,9,True,1,"{'minutes': 3, 'seconds': 37}",41,59
91,Arkansas,SEC,FG,"{'minutes': 2, 'seconds': 26}",2,"{'minutes': 11, 'seconds': 47}",3,400603922,4006039226,Mississippi State,SEC,9,True,2,"{'minutes': 14, 'seconds': 13}",75,72
92,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 26}",2,"{'minutes': 10, 'seconds': 21}",34,400603922,4006039227,Arkansas,SEC,3,False,2,"{'minutes': 11, 'seconds': 47}",31,3
93,Arkansas,SEC,TD,"{'minutes': 2, 'seconds': 46}",2,"{'minutes': 7, 'seconds': 35}",0,400603922,4006039228,Mississippi State,SEC,9,True,2,"{'minutes': 10, 'seconds': 21}",78,78
94,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 24}",2,"{'minutes': 6, 'seconds': 11}",25,400603922,4006039229,Arkansas,SEC,3,False,2,"{'minutes': 7, 'seconds': 35}",20,5
95,Alabama,SEC,PUNT,"{'minutes': 3, 'seconds': 13}",1,"{'minutes': 11, 'seconds': 47}",30,400603933,4006039331,Mississippi State,SEC,6,False,1,{'minutes': 15},25,5
96,Mississippi State,SEC,PUNT,{'seconds': 43},1,"{'minutes': 11, 'seconds': 4}",81,400603933,4006039332,Alabama,SEC,3,False,1,"{'minutes': 11, 'seconds': 47}",84,3
97,Alabama,SEC,DOWNS,"{'minutes': 3, 'seconds': 44}",1,"{'minutes': 7, 'seconds': 20}",99,400603933,4006039333,Mississippi State,SEC,10,False,1,"{'minutes': 11, 'seconds': 4}",47,51
98,Mississippi State,SEC,INT,"{'minutes': 1, 'seconds': 31}",1,"{'minutes': 5, 'seconds': 49}",61,400603933,4006039334,Alabama,SEC,5,False,1,"{'minutes': 7, 'seconds': 20}",98,37
99,Alabama,SEC,PUNT,"{'minutes': 2, 'seconds': 12}",1,"{'minutes': 3, 'seconds': 37}",59,400603933,4006039335,Mississippi State,SEC,5,False,1,"{'minutes': 5, 'seconds': 49}",28,31
100,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 46}",1,"{'minutes': 1, 'seconds': 51}",83,400603933,4006039336,Alabama,SEC,3,False,1,"{'minutes': 3, 'seconds': 37}",91,8
101,Alabama,SEC,FUMBLE,{'seconds': 11},1,"{'minutes': 1, 'seconds': 40}",42,400603933,4006039337,Mississippi State,SEC,2,False,1,"{'minutes': 1, 'seconds': 51}",42,5
102,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 33}",1,{'seconds': 7},46,400603933,4006039338,Alabama,SEC,3,False,1,"{'minutes': 1, 'seconds': 40}",47,1
103,Alabama,SEC,MISSED FG,"{'minutes': 1, 'seconds': 1}",2,"{'minutes': 14, 'seconds': 6}",68,400603933,4006039339,Mississippi State,SEC,5,False,1,{'seconds': 7},13,55
104,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 14}",2,"{'minutes': 12, 'seconds': 25}",52,400603836,40060383610,Southern Mississippi,Conference USA,6,False,2,"{'minutes': 14, 'seconds': 39}",16,36
105,Southern Mississippi,Conference USA,TD,"{'minutes': 1, 'seconds': 28}",2,"{'minutes': 10, 'seconds': 57}",0,400603836,40060383611,Mississippi State,SEC,5,True,2,"{'minutes': 12, 'seconds': 25}",21,21
106,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 35}",2,"{'minutes': 8, 'seconds': 22}",16,400603836,40060383612,Southern Mississippi,Conference USA,3,False,2,"{'minutes': 10, 'seconds': 57}",19,-3
107,Southern Mississippi,Conference USA,PUNT,"{'minutes': 1, 'seconds': 15}",2,"{'minutes': 7, 'seconds': 7}",51,400603836,40060383613,Mississippi State,SEC,3,False,2,"{'minutes': 8, 'seconds': 22}",59,8
108,Mississippi State,SEC,DOWNS,"{'minutes': 5, 'seconds': 6}",2,"{'minutes': 2, 'seconds': 1}",99,400603836,40060383614,Southern Mississippi,Conference USA,11,False,2,"{'minutes': 7, 'seconds': 7}",20,79
109,Southern Mississippi,Conference USA,PUNT,"{'minutes': 1, 'seconds': 50}",2,{'seconds': 11},95,400603836,40060383615,Mississippi State,SEC,5,False,2,"{'minutes': 2, 'seconds': 1}",99,4
110,Mississippi State,SEC,INT,{'seconds': 9},2,{'seconds': 2},59,400603836,40060383616,Southern Mississippi,Conference USA,1,False,2,{'seconds': 11},59,0
111,Southern Mississippi,Conference USA,END OF HALF,{'seconds': 2},2,{},48,400603836,40060383617,Mississippi State,SEC,1,False,2,{'seconds': 2},48,0
112,Southern Mississippi,Conference USA,TD,"{'minutes': 2, 'seconds': 45}",3,"{'minutes': 12, 'seconds': 15}",0,400603836,40060383618,Mississippi State,SEC,9,True,3,{'minutes': 15},95,95
113,Mississippi State,SEC,INT,{'seconds': 17},3,"{'minutes': 11, 'seconds': 58}",33,400603836,40060383619,Southern Mississippi,Conference USA,1,False,3,"{'minutes': 12, 'seconds': 15}",33,0
114,Southern Mississippi,Conference USA,FG,"{'minutes': 1, 'seconds': 22}",3,"{'minutes': 10, 'seconds': 36}",21,400603836,40060383620,Mississippi State,SEC,6,True,3,"{'minutes': 11, 'seconds': 58}",40,19
115,Mississippi State,SEC,FG,"{'minutes': 1, 'seconds': 59}",3,"{'minutes': 8, 'seconds': 37}",90,400603836,40060383621,Southern Mississippi,Conference USA,5,True,3,"{'minutes': 10, 'seconds': 36}",26,64
116,Southern Mississippi,Conference USA,FG,"{'minutes': 4, 'seconds': 35}",3,"{'minutes': 4, 'seconds': 2}",19,400603836,40060383622,Mississippi State,SEC,13,True,3,"{'minutes': 8, 'seconds': 37}",72,53
117,Mississippi State,SEC,FG,"{'minutes': 6, 'seconds': 1}",4,"{'minutes': 13, 'seconds': 1}",90,400603836,40060383623,Southern Mississippi,Conference USA,13,True,3,"{'minutes': 4, 'seconds': 2}",0,68
118,Southern Mississippi,Conference USA,PUNT,"{'minutes': 2, 'seconds': 27}",4,"{'minutes': 10, 'seconds': 34}",46,400603836,40060383624,Mississippi State,SEC,6,False,4,"{'minutes': 13, 'seconds': 1}",61,15
119,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 59}",4,"{'minutes': 7, 'seconds': 35}",43,400603836,40060383625,Southern Mississippi,Conference USA,7,False,4,"{'minutes': 10, 'seconds': 34}",43,39
120,Southern Mississippi,Conference USA,TD,"{'minutes': 1, 'seconds': 40}",4,"{'minutes': 5, 'seconds': 55}",0,400603836,40060383626,Mississippi State,SEC,6,True,4,"{'minutes': 7, 'seconds': 35}",82,82
121,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 10}",4,"{'minutes': 2, 'seconds': 45}",54,400603836,40060383627,Southern Mississippi,Conference USA,6,False,4,"{'minutes': 5, 'seconds': 55}",38,16
122,Southern Mississippi,Conference USA,END OF GAME,"{'minutes': 2, 'seconds': 45}",4,{},34,400603836,40060383628,Mississippi State,SEC,6,False,4,"{'minutes': 2, 'seconds': 45}",88,54
123,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 59}",3,"{'minutes': 9, 'seconds': 41}",87,400603843,40060384310,Auburn,SEC,6,True,3,"{'minutes': 12, 'seconds': 40}",44,43
124,Auburn,SEC,PUNT,"{'minutes': 1, 'seconds': 24}",3,"{'minutes': 8, 'seconds': 17}",77,400603843,40060384311,Mississippi State,SEC,3,False,3,"{'minutes': 9, 'seconds': 41}",75,-2
125,Mississippi State,SEC,FG,"{'minutes': 5, 'seconds': 11}",3,"{'minutes': 3, 'seconds': 6}",93,400603843,40060384312,Auburn,SEC,12,True,3,"{'minutes': 8, 'seconds': 17}",39,54
126,Auburn,SEC,FG,"{'minutes': 1, 'seconds': 55}",3,"{'minutes': 1, 'seconds': 11}",27,400603843,40060384313,Mississippi State,SEC,8,True,3,"{'minutes': 3, 'seconds': 6}",75,48
127,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 45}",4,"{'minutes': 13, 'seconds': 26}",51,400603843,40060384314,Auburn,SEC,7,False,3,"{'minutes': 1, 'seconds': 11}",22,29
128,Auburn,SEC,PUNT,"{'minutes': 3, 'seconds': 8}",4,"{'minutes': 10, 'seconds': 18}",44,400603843,40060384315,Mississippi State,SEC,7,False,4,"{'minutes': 13, 'seconds': 26}",84,40
129,Mississippi State,SEC,PUNT,{'seconds': 39},4,"{'minutes': 9, 'seconds': 39}",28,400603843,40060384316,Auburn,SEC,4,False,4,"{'minutes': 10, 'seconds': 18}",11,17
