,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,yards
927,Mississippi State,SEC,PUNT,{'minutes': 2},4,"{'minutes': 2, 'seconds': 58}",59,400933930,40093393030,Ole Miss,SEC,3,False,4,"{'minutes': 4, 'seconds': 58}",61,2
928,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 53}",4,"{'minutes': 1, 'seconds': 5}",100,400933930,40093393031,Mississippi State,SEC,8,True,4,"{'minutes': 2, 'seconds': 58}",38,62
929,Mississippi State,SEC,Uncategorized,"{'minutes': 1, 'seconds': 5}",4,{},42,400933930,40093393032,Ole Miss,SEC,2,False,4,"{'minutes': 1, 'seconds': 5}",45,-3
930,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 38}",1,"{'minutes': 13, 'seconds': 22}",79,401012254,4010122541,Stephen F. Austin,,3,False,1,{'minutes': 15},75,-4
931,Stephen F. Austin,,TD,{'seconds': 12},1,"{'minutes': 13, 'seconds': 10}",100,401012254,4010122542,Mississippi State,SEC,1,True,1,"{'minutes': 13, 'seconds': 22}",47,53
932,Mississippi State,SEC,PUNT,{'minutes': 1},1,"{'minutes': 12, 'seconds': 10}",78,401012254,4010122543,Stephen F. Austin,,3,False,1,"{'minutes': 13, 'seconds': 10}",75,-3
933,Stephen F. Austin,,MISSED FG,"{'minutes': 1, 'seconds': 43}",1,"{'minutes': 10, 'seconds': 27}",77,401012254,4010122544,Mississippi State,SEC,6,False,1,"{'minutes': 12, 'seconds': 10}",34,43
934,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 12}",1,"{'minutes': 8, 'seconds': 15}",91,401012254,4010122545,Stephen F. Austin,,3,False,1,"{'minutes': 10, 'seconds': 27}",77,-14
935,Stephen F. Austin,,TD,"{'minutes': 2, 'seconds': 53}",1,"{'minutes': 5, 'seconds': 22}",100,401012254,4010122546,Mississippi State,SEC,5,True,1,"{'minutes': 8, 'seconds': 15}",81,19
936,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 23}",1,"{'minutes': 3, 'seconds': 59}",56,401012254,4010122547,Stephen F. Austin,,4,False,1,"{'minutes': 5, 'seconds': 22}",72,16
937,Stephen F. Austin,,TD,{'seconds': 25},1,"{'minutes': 3, 'seconds': 34}",100,401012254,4010122548,Mississippi State,SEC,1,True,1,"{'minutes': 3, 'seconds': 59}",16,84
938,Mississippi State,SEC,FG,"{'minutes': 5, 'seconds': 33}",2,"{'minutes': 13, 'seconds': 1}",19,401012254,4010122549,Stephen F. Austin,,15,True,1,"{'minutes': 3, 'seconds': 34}",82,63
939,Kansas State,Big 12,PUNT,"{'minutes': 1, 'seconds': 22}",1,"{'minutes': 13, 'seconds': 38}",74,401012266,4010122661,Mississippi State,SEC,3,False,1,{'minutes': 15},79,5
940,Mississippi State,SEC,PUNT,{'seconds': 59},1,"{'minutes': 12, 'seconds': 39}",47,401012266,4010122662,Kansas State,Big 12,3,False,1,"{'minutes': 13, 'seconds': 38}",40,7
941,Kansas State,Big 12,FG,"{'minutes': 3, 'seconds': 32}",1,"{'minutes': 9, 'seconds': 7}",13,401012266,4010122663,Mississippi State,SEC,10,True,1,"{'minutes': 12, 'seconds': 39}",83,70
942,Mississippi State,SEC,FG,"{'minutes': 5, 'seconds': 14}",1,"{'minutes': 3, 'seconds': 53}",91,401012266,4010122664,Kansas State,Big 12,11,True,1,"{'minutes': 9, 'seconds': 7}",37,54
943,Kansas State,Big 12,TD,"{'minutes': 4, 'seconds': 33}",2,"{'minutes': 14, 'seconds': 20}",0,401012266,4010122665,Mississippi State,SEC,9,True,1,"{'minutes': 3, 'seconds': 53}",55,55
944,Mississippi State,SEC,PUNT,"{'minutes': 4, 'seconds': 13}",2,"{'minutes': 10, 'seconds': 7}",55,401012266,4010122666,Kansas State,Big 12,7,False,2,"{'minutes': 14, 'seconds': 20}",25,30
945,Kansas State,Big 12,DOWNS,{'minutes': 2},2,"{'minutes': 8, 'seconds': 7}",38,401012266,4010122667,Mississippi State,SEC,7,False,2,"{'minutes': 10, 'seconds': 7}",80,42
946,Mississippi State,SEC,INT,"{'minutes': 3, 'seconds': 19}",2,"{'minutes': 4, 'seconds': 48}",60,401012266,4010122668,Kansas State,Big 12,7,False,2,"{'minutes': 8, 'seconds': 7}",38,22
947,Kansas State,Big 12,TD,"{'minutes': 1, 'seconds': 15}",2,"{'minutes': 3, 'seconds': 33}",0,401012266,4010122669,Mississippi State,SEC,3,True,2,"{'minutes': 4, 'seconds': 48}",65,65
948,Mississippi State,SEC,FG,"{'minutes': 3, 'seconds': 12}",1,"{'minutes': 11, 'seconds': 48}",21,401012278,4010122781,Louisiana,Sun Belt,9,True,1,{'minutes': 15},75,54
949,Louisiana,Sun Belt,TD,"{'minutes': 6, 'seconds': 42}",1,"{'minutes': 5, 'seconds': 6}",100,401012278,4010122782,Mississippi State,SEC,13,True,1,"{'minutes': 11, 'seconds': 48}",26,74
950,Mississippi State,SEC,DOWNS,"{'minutes': 2, 'seconds': 42}",1,"{'minutes': 2, 'seconds': 24}",37,401012278,4010122783,Louisiana,Sun Belt,6,False,1,"{'minutes': 5, 'seconds': 6}",83,46
951,Louisiana,Sun Belt,TD,"{'minutes': 2, 'seconds': 14}",1,{'seconds': 10},100,401012278,4010122784,Mississippi State,SEC,6,True,1,"{'minutes': 2, 'seconds': 24}",38,62
952,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 35}",2,"{'minutes': 13, 'seconds': 35}",78,401012278,4010122785,Louisiana,Sun Belt,3,False,1,{'seconds': 10},82,4
953,Louisiana,Sun Belt,TD,{'minutes': 4},2,"{'minutes': 9, 'seconds': 35}",100,401012278,4010122786,Mississippi State,SEC,7,True,2,"{'minutes': 13, 'seconds': 35}",33,67
954,Mississippi State,SEC,DOWNS,"{'minutes': 2, 'seconds': 25}",2,"{'minutes': 7, 'seconds': 10}",52,401012278,4010122787,Louisiana,Sun Belt,6,False,2,"{'minutes': 9, 'seconds': 35}",75,23
955,Louisiana,Sun Belt,TD,"{'minutes': 2, 'seconds': 16}",2,"{'minutes': 4, 'seconds': 54}",100,401012278,4010122788,Mississippi State,SEC,5,True,2,"{'minutes': 7, 'seconds': 10}",52,48
956,Mississippi State,SEC,DOWNS,"{'minutes': 3, 'seconds': 25}",2,"{'minutes': 1, 'seconds': 29}",36,401012278,4010122789,Louisiana,Sun Belt,8,False,2,"{'minutes': 4, 'seconds': 54}",75,39
957,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 12}",1,"{'minutes': 12, 'seconds': 48}",51,401012286,4010122861,Kentucky,SEC,5,False,1,{'minutes': 15},34,17
958,Kentucky,SEC,PUNT,"{'minutes': 1, 'seconds': 24}",1,"{'minutes': 11, 'seconds': 24}",84,401012286,4010122862,Mississippi State,SEC,3,False,1,"{'minutes': 12, 'seconds': 48}",79,-4
959,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 21}",1,"{'minutes': 9, 'seconds': 3}",50,401012286,4010122863,Kentucky,SEC,4,False,1,"{'minutes': 11, 'seconds': 24}",44,6
960,Kentucky,SEC,PUNT,"{'minutes': 1, 'seconds': 49}",1,"{'minutes': 7, 'seconds': 14}",78,401012286,4010122864,Mississippi State,SEC,3,False,1,"{'minutes': 9, 'seconds': 3}",90,12
961,Mississippi State,SEC,MISSED FG,"{'minutes': 5, 'seconds': 15}",1,"{'minutes': 1, 'seconds': 59}",82,401012286,4010122865,Kentucky,SEC,9,False,1,"{'minutes': 7, 'seconds': 14}",38,44
962,Kentucky,SEC,TD,"{'minutes': 8, 'seconds': 17}",2,"{'minutes': 8, 'seconds': 42}",0,401012286,4010122866,Mississippi State,SEC,15,True,1,"{'minutes': 1, 'seconds': 59}",80,80
963,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 7}",2,"{'minutes': 5, 'seconds': 35}",28,401012286,4010122867,Kentucky,SEC,5,False,2,"{'minutes': 8, 'seconds': 42}",18,10
964,Kentucky,SEC,PUNT,"{'minutes': 1, 'seconds': 11}",2,"{'minutes': 4, 'seconds': 24}",66,401012286,4010122868,Mississippi State,SEC,3,False,2,"{'minutes': 5, 'seconds': 35}",71,5
965,Mississippi State,SEC,PUNT,{'minutes': 1},2,"{'minutes': 3, 'seconds': 24}",44,401012286,4010122869,Kentucky,SEC,3,False,2,"{'minutes': 4, 'seconds': 24}",45,-1
966,Florida,SEC,PUNT,"{'minutes': 1, 'seconds': 38}",1,"{'minutes': 13, 'seconds': 22}",22,401012298,4010122981,Mississippi State,SEC,3,False,1,{'minutes': 15},15,7
967,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 45}",1,"{'minutes': 9, 'seconds': 37}",52,401012298,4010122982,Florida,SEC,6,False,1,"{'minutes': 13, 'seconds': 22}",69,17
968,Florida,SEC,FG,"{'minutes': 6, 'seconds': 9}",1,"{'minutes': 3, 'seconds': 28}",83,401012298,4010122983,Mississippi State,SEC,12,True,1,"{'minutes': 9, 'seconds': 37}",24,59
969,Mississippi State,SEC,FG,"{'minutes': 8, 'seconds': 4}",2,"{'minutes': 10, 'seconds': 24}",22,401012298,4010122984,Florida,SEC,15,True,1,"{'minutes': 3, 'seconds': 28}",90,68
970,Florida,SEC,FG,"{'minutes': 6, 'seconds': 54}",2,"{'minutes': 3, 'seconds': 30}",78,401012298,4010122985,Mississippi State,SEC,13,True,2,"{'minutes': 10, 'seconds': 24}",21,67
971,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 42}",2,"{'minutes': 1, 'seconds': 48}",61,401012298,4010122986,Florida,SEC,6,False,2,"{'minutes': 3, 'seconds': 30}",77,16
972,Florida,SEC,DOWNS,"{'minutes': 1, 'seconds': 48}",2,{},32,401012298,4010122987,Mississippi State,SEC,5,False,2,"{'minutes': 1, 'seconds': 48}",11,21
973,Mississippi State,SEC,INT,"{'minutes': 2, 'seconds': 43}",3,"{'minutes': 12, 'seconds': 17}",55,401012298,4010122989,Florida,SEC,5,False,3,{'minutes': 15},75,20
974,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 7}",1,"{'minutes': 13, 'seconds': 53}",69,401012304,4010123041,Auburn,SEC,3,False,1,{'minutes': 15},75,6
975,Auburn,SEC,FUMBLE,"{'minutes': 1, 'seconds': 28}",1,"{'minutes': 12, 'seconds': 25}",25,401012304,4010123042,Mississippi State,SEC,3,False,1,"{'minutes': 13, 'seconds': 53}",21,4
976,Mississippi State,SEC,PUNT,{'seconds': 57},1,"{'minutes': 11, 'seconds': 28}",71,401012304,4010123043,Auburn,SEC,3,False,1,"{'minutes': 12, 'seconds': 25}",68,-3
977,Auburn,SEC,INT,"{'minutes': 2, 'seconds': 45}",1,"{'minutes': 8, 'seconds': 43}",45,401012304,4010123044,Mississippi State,SEC,6,False,1,"{'minutes': 11, 'seconds': 28}",27,18
978,Mississippi State,SEC,FG,"{'minutes': 1, 'seconds': 13}",1,"{'minutes': 7, 'seconds': 30}",30,401012304,4010123045,Auburn,SEC,4,True,1,"{'minutes': 8, 'seconds': 43}",39,9
979,Auburn,SEC,FG,"{'minutes': 4, 'seconds': 53}",1,"{'minutes': 2, 'seconds': 37}",92,401012304,4010123046,Mississippi State,SEC,9,True,1,"{'minutes': 7, 'seconds': 30}",25,67
980,Mississippi State,SEC,MISSED FG,"{'minutes': 4, 'seconds': 53}",2,"{'minutes': 12, 'seconds': 44}",32,401012304,4010123047,Auburn,SEC,11,False,1,"{'minutes': 2, 'seconds': 37}",74,42
981,Auburn,SEC,FG,"{'minutes': 2, 'seconds': 31}",2,"{'minutes': 10, 'seconds': 13}",71,401012304,4010123048,Mississippi State,SEC,7,True,2,"{'minutes': 12, 'seconds': 44}",32,39
982,Mississippi State,SEC,FUMBLE,"{'minutes': 1, 'seconds': 36}",2,"{'minutes': 8, 'seconds': 37}",55,401012304,4010123049,Auburn,SEC,4,False,2,"{'minutes': 10, 'seconds': 13}",75,20
983,LSU,SEC,INT,"{'minutes': 1, 'seconds': 18}",1,"{'minutes': 13, 'seconds': 42}",75,401012315,4010123151,Mississippi State,SEC,3,False,1,{'minutes': 15},75,0
984,Mississippi State,SEC,TD,"{'minutes': 1, 'seconds': 5}",1,"{'minutes': 12, 'seconds': 37}",100,401012315,4010123152,LSU,SEC,3,True,1,"{'minutes': 13, 'seconds': 42}",97,3
985,LSU,SEC,FG,"{'minutes': 3, 'seconds': 54}",1,"{'minutes': 8, 'seconds': 43}",2,401012315,4010123153,Mississippi State,SEC,7,True,1,"{'minutes': 12, 'seconds': 37}",75,73
986,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 12}",1,"{'minutes': 7, 'seconds': 31}",34,401012315,4010123154,LSU,SEC,3,False,1,"{'minutes': 8, 'seconds': 43}",25,9
987,LSU,SEC,PUNT,{'minutes': 2},1,"{'minutes': 5, 'seconds': 31}",70,401012315,4010123155,Mississippi State,SEC,3,False,1,"{'minutes': 7, 'seconds': 31}",78,8
988,Mississippi State,SEC,PUNT,{'seconds': 25},1,"{'minutes': 5, 'seconds': 6}",34,401012315,4010123156,LSU,SEC,3,False,1,"{'minutes': 5, 'seconds': 31}",34,0
989,LSU,SEC,INT,"{'minutes': 1, 'seconds': 10}",1,"{'minutes': 3, 'seconds': 56}",78,401012315,4010123157,Mississippi State,SEC,3,False,1,"{'minutes': 5, 'seconds': 6}",84,6
990,Mississippi State,SEC,INT,"{'minutes': 1, 'seconds': 50}",1,"{'minutes': 2, 'seconds': 6}",89,401012315,4010123158,LSU,SEC,4,False,1,"{'minutes': 3, 'seconds': 56}",76,13
991,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 51}",2,"{'minutes': 14, 'seconds': 15}",82,401012315,4010123159,Mississippi State,SEC,6,False,1,"{'minutes': 2, 'seconds': 6}",99,17
992,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 3}",1,"{'minutes': 13, 'seconds': 57}",76,401012321,4010123211,Texas A&M,SEC,3,False,1,{'minutes': 15},75,-1
993,Texas A&M,SEC,TD,"{'minutes': 6, 'seconds': 38}",1,"{'minutes': 7, 'seconds': 19}",100,401012321,4010123212,Mississippi State,SEC,12,True,1,"{'minutes': 13, 'seconds': 57}",21,79
994,Mississippi State,SEC,MISSED FG,"{'minutes': 5, 'seconds': 22}",1,"{'minutes': 1, 'seconds': 57}",32,401012321,4010123213,Texas A&M,SEC,10,False,1,"{'minutes': 7, 'seconds': 19}",75,43
995,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 48}",1,{'seconds': 9},58,401012321,4010123214,Mississippi State,SEC,4,False,1,"{'minutes': 1, 'seconds': 57}",32,26
996,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 29}",2,"{'minutes': 12, 'seconds': 40}",57,401012321,4010123215,Texas A&M,SEC,7,False,1,{'seconds': 9},99,42
997,Texas A&M,SEC,PUNT,"{'minutes': 2, 'seconds': 30}",2,"{'minutes': 10, 'seconds': 10}",29,401012321,4010123216,Mississippi State,SEC,5,False,2,"{'minutes': 12, 'seconds': 40}",26,3
998,Mississippi State,SEC,FG,"{'minutes': 5, 'seconds': 28}",2,"{'minutes': 4, 'seconds': 42}",16,401012321,4010123217,Texas A&M,SEC,9,True,2,"{'minutes': 10, 'seconds': 10}",57,41
999,Texas A&M,SEC,DOWNS,"{'minutes': 3, 'seconds': 54}",2,{'seconds': 48},64,401012321,4010123218,Mississippi State,SEC,7,False,2,"{'minutes': 4, 'seconds': 42}",25,39
1000,Mississippi State,SEC,TD,{'seconds': 34},2,{'seconds': 14},0,401012321,4010123219,Texas A&M,SEC,4,True,2,{'seconds': 48},64,64
1001,Louisiana Tech,Conference USA,TD,"{'minutes': 2, 'seconds': 22}",1,"{'minutes': 12, 'seconds': 38}",100,401012329,4010123291,Mississippi State,SEC,4,True,1,{'minutes': 15},30,70
1002,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 28}",1,"{'minutes': 11, 'seconds': 10}",70,401012329,4010123292,Louisiana Tech,Conference USA,3,False,1,"{'minutes': 12, 'seconds': 38}",75,5
1003,Louisiana Tech,Conference USA,TD,"{'minutes': 4, 'seconds': 14}",1,"{'minutes': 6, 'seconds': 56}",100,401012329,4010123293,Mississippi State,SEC,8,True,1,"{'minutes': 11, 'seconds': 10}",41,59
1004,Mississippi State,SEC,FG,"{'minutes': 3, 'seconds': 45}",1,"{'minutes': 3, 'seconds': 11}",29,401012329,4010123294,Louisiana Tech,Conference USA,9,True,1,"{'minutes': 6, 'seconds': 56}",64,35
1005,Louisiana Tech,Conference USA,TD,"{'minutes': 3, 'seconds': 11}",1,{},100,401012329,4010123295,Mississippi State,SEC,6,True,1,"{'minutes': 3, 'seconds': 11}",25,75
1006,Mississippi State,SEC,PUNT,{},1,{},46,401012329,4010123296,Louisiana Tech,Conference USA,6,False,1,{},79,33
1007,Louisiana Tech,Conference USA,FG,"{'minutes': 6, 'seconds': 38}",2,"{'minutes': 5, 'seconds': 13}",70,401012329,4010123297,Mississippi State,SEC,15,True,2,"{'minutes': 11, 'seconds': 51}",12,58
1008,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 58}",2,"{'minutes': 3, 'seconds': 15}",44,401012329,4010123298,Louisiana Tech,Conference USA,6,False,2,"{'minutes': 5, 'seconds': 13}",69,25
1009,Louisiana Tech,Conference USA,TD,"{'minutes': 2, 'seconds': 45}",2,{'seconds': 30},100,401012329,4010123299,Mississippi State,SEC,12,True,2,"{'minutes': 3, 'seconds': 15}",15,85
1010,Mississippi State,SEC,TD,"{'minutes': 4, 'seconds': 20}",1,"{'minutes': 10, 'seconds': 40}",100,401012331,4010123311,Alabama,SEC,9,True,1,{'minutes': 15},27,73
1011,Alabama,SEC,PUNT,"{'minutes': 1, 'seconds': 58}",1,"{'minutes': 8, 'seconds': 42}",68,401012331,4010123312,Mississippi State,SEC,3,False,1,"{'minutes': 10, 'seconds': 40}",75,7
1012,Mississippi State,SEC,TD,"{'minutes': 5, 'seconds': 54}",1,"{'minutes': 2, 'seconds': 48}",100,401012331,4010123313,Alabama,SEC,13,True,1,"{'minutes': 8, 'seconds': 42}",17,83
1013,Alabama,SEC,PUNT,"{'minutes': 2, 'seconds': 19}",1,{'seconds': 29},69,401012331,4010123314,Mississippi State,SEC,3,False,1,"{'minutes': 2, 'seconds': 48}",75,6
1014,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 32}",2,"{'minutes': 11, 'seconds': 57}",62,401012331,4010123315,Alabama,SEC,9,False,1,{'seconds': 29},26,36
1015,Alabama,SEC,PUNT,"{'minutes': 2, 'seconds': 40}",2,"{'minutes': 9, 'seconds': 17}",85,401012331,4010123316,Mississippi State,SEC,5,False,2,"{'minutes': 11, 'seconds': 57}",99,14
1016,Mississippi State,SEC,FUMBLE,"{'minutes': 1, 'seconds': 42}",2,"{'minutes': 7, 'seconds': 35}",74,401012331,4010123317,Alabama,SEC,4,False,2,"{'minutes': 9, 'seconds': 17}",38,33
1017,Alabama,SEC,PUNT,"{'minutes': 1, 'seconds': 41}",2,"{'minutes': 5, 'seconds': 54}",83,401012331,4010123318,Mississippi State,SEC,3,False,2,"{'minutes': 7, 'seconds': 35}",70,-13
1018,Mississippi State,SEC,FUMBLE,"{'minutes': 1, 'seconds': 25}",2,"{'minutes': 4, 'seconds': 29}",31,401012331,4010123319,Alabama,SEC,3,False,2,"{'minutes': 5, 'seconds': 54}",42,-11
1019,Arkansas,SEC,FG,"{'minutes': 6, 'seconds': 33}",1,"{'minutes': 8, 'seconds': 27}",98,401012344,4010123441,Mississippi State,SEC,14,True,1,{'minutes': 15},17,81
1020,Mississippi State,SEC,MISSED FG,"{'minutes': 3, 'seconds': 43}",1,"{'minutes': 4, 'seconds': 44}",25,401012344,4010123442,Arkansas,SEC,9,False,1,"{'minutes': 8, 'seconds': 27}",75,50
1021,Arkansas,SEC,PUNT,"{'minutes': 2, 'seconds': 43}",1,"{'minutes': 2, 'seconds': 1}",44,401012344,4010123443,Mississippi State,SEC,5,False,1,"{'minutes': 4, 'seconds': 44}",26,18
1022,Mississippi State,SEC,FUMBLE,"{'minutes': 1, 'seconds': 40}",1,{'seconds': 21},86,401012344,4010123444,Arkansas,SEC,3,False,1,"{'minutes': 2, 'seconds': 1}",84,-2
1023,Arkansas,SEC,TD,"{'minutes': 4, 'seconds': 53}",2,"{'minutes': 10, 'seconds': 28}",100,401012344,4010123445,Mississippi State,SEC,11,True,1,{'seconds': 21},47,53
1024,Mississippi State,SEC,PUNT,{'seconds': 57},2,"{'minutes': 9, 'seconds': 31}",67,401012344,4010123446,Arkansas,SEC,3,False,2,"{'minutes': 10, 'seconds': 28}",75,8
1025,Arkansas,SEC,TD,"{'minutes': 4, 'seconds': 11}",2,"{'minutes': 5, 'seconds': 20}",100,401012344,4010123447,Mississippi State,SEC,8,True,2,"{'minutes': 9, 'seconds': 31}",28,72
1026,Mississippi State,SEC,FUMBLE,"{'minutes': 1, 'seconds': 50}",2,"{'minutes': 3, 'seconds': 30}",60,401012344,4010123448,Arkansas,SEC,5,False,2,"{'minutes': 5, 'seconds': 20}",75,11
1027,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 58}",2,{'seconds': 32},18,401012344,4010123449,Arkansas,SEC,13,True,2,"{'minutes': 3, 'seconds': 30}",70,42
1028,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 22}",1,"{'minutes': 12, 'seconds': 38}",44,401012349,4010123491,Ole Miss,SEC,6,False,1,{'minutes': 15},25,19
1029,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 20}",1,"{'minutes': 9, 'seconds': 18}",50,401012349,4010123492,Mississippi State,SEC,6,False,1,"{'minutes': 12, 'seconds': 38}",86,36
1030,Mississippi State,SEC,FUMBLE,"{'minutes': 1, 'seconds': 14}",1,"{'minutes': 8, 'seconds': 4}",30,401012349,4010123493,Ole Miss,SEC,4,False,1,"{'minutes': 9, 'seconds': 18}",18,12
1031,Ole Miss,SEC,TD,"{'minutes': 3, 'seconds': 2}",1,"{'minutes': 5, 'seconds': 2}",0,401012349,4010123494,Mississippi State,SEC,7,True,1,"{'minutes': 8, 'seconds': 4}",30,30
1032,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 28}",1,"{'minutes': 2, 'seconds': 34}",54,401012349,4010123495,Ole Miss,SEC,4,False,1,"{'minutes': 5, 'seconds': 2}",22,32
1033,Ole Miss,SEC,TD,"{'minutes': 3, 'seconds': 30}",2,"{'minutes': 14, 'seconds': 4}",0,401012349,4010123496,Mississippi State,SEC,8,True,1,"{'minutes': 2, 'seconds': 34}",86,86
1034,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 1}",2,"{'minutes': 12, 'seconds': 3}",40,401012349,4010123497,Ole Miss,SEC,4,False,2,"{'minutes': 14, 'seconds': 4}",25,15
1035,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 23}",2,"{'minutes': 10, 'seconds': 40}",70,401012349,4010123498,Mississippi State,SEC,3,False,2,"{'minutes': 12, 'seconds': 3}",75,5
1036,Mississippi State,SEC,FG,"{'minutes': 3, 'seconds': 54}",2,"{'minutes': 6, 'seconds': 46}",85,401012349,4010123499,Ole Miss,SEC,10,True,2,"{'minutes': 10, 'seconds': 40}",34,51
1037,Stephen F. Austin,,TD,"{'minutes': 3, 'seconds': 17}",2,"{'minutes': 9, 'seconds': 44}",100,401012254,40101225410,Mississippi State,SEC,9,True,2,"{'minutes': 13, 'seconds': 1}",35,65
1038,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 48}",2,"{'minutes': 5, 'seconds': 56}",43,401012254,40101225411,Stephen F. Austin,,10,False,2,"{'minutes': 9, 'seconds': 44}",84,41
1039,Stephen F. Austin,,TD,"{'minutes': 5, 'seconds': 3}",2,{'seconds': 53},100,401012254,40101225412,Mississippi State,SEC,13,True,2,"{'minutes': 5, 'seconds': 56}",9,91
1040,Mississippi State,SEC,END OF HALF,{'seconds': 53},2,{},47,401012254,40101225413,Stephen F. Austin,,4,False,2,{'seconds': 53},62,15
1041,Stephen F. Austin,,PUNT,{'seconds': 52},3,"{'minutes': 14, 'seconds': 8}",29,401012254,40101225414,Mississippi State,SEC,3,False,3,{'minutes': 15},22,7
1042,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 35}",3,"{'minutes': 12, 'seconds': 33}",72,401012254,40101225415,Stephen F. Austin,,3,False,3,"{'minutes': 14, 'seconds': 8}",71,-1
1043,Stephen F. Austin,,PUNT,"{'minutes': 1, 'seconds': 8}",3,"{'minutes': 11, 'seconds': 25}",35,401012254,40101225416,Mississippi State,SEC,3,False,3,"{'minutes': 12, 'seconds': 33}",32,3
1044,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 55}",3,"{'minutes': 9, 'seconds': 30}",60,401012254,40101225417,Stephen F. Austin,,6,False,3,"{'minutes': 11, 'seconds': 25}",83,23
1045,Stephen F. Austin,,PUNT,{'seconds': 32},3,"{'minutes': 8, 'seconds': 58}",30,401012254,40101225418,Mississippi State,SEC,3,False,3,"{'minutes': 9, 'seconds': 30}",30,0
1046,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 3}",3,"{'minutes': 6, 'seconds': 55}",16,401012254,40101225419,Stephen F. Austin,,8,True,3,"{'minutes': 8, 'seconds': 58}",63,47
1047,Stephen F. Austin,,TD,"{'minutes': 1, 'seconds': 3}",3,"{'minutes': 5, 'seconds': 52}",100,401012254,40101225420,Mississippi State,SEC,3,True,3,"{'minutes': 6, 'seconds': 55}",60,40
1048,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 18}",3,"{'minutes': 4, 'seconds': 34}",69,401012254,40101225421,Stephen F. Austin,,3,False,3,"{'minutes': 5, 'seconds': 52}",77,8
1049,Stephen F. Austin,,TD,"{'minutes': 2, 'seconds': 36}",3,"{'minutes': 1, 'seconds': 58}",100,401012254,40101225422,Mississippi State,SEC,5,True,3,"{'minutes': 4, 'seconds': 34}",34,66
1050,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 36}",3,{'seconds': 22},77,401012254,40101225423,Stephen F. Austin,,3,False,3,"{'minutes': 1, 'seconds': 58}",80,3
1051,Stephen F. Austin,,TD,{'seconds': 22},3,{},100,401012254,40101225424,Mississippi State,SEC,2,True,3,{'seconds': 22},52,48
1052,Mississippi State,SEC,KICKOFF,"{'minutes': 1, 'seconds': 41}",4,"{'minutes': 13, 'seconds': 9}",73,401012254,40101225425,Stephen F. Austin,,3,False,4,"{'minutes': 14, 'seconds': 50}",75,2
1053,Stephen F. Austin,,DOWNS,"{'minutes': 4, 'seconds': 26}",4,"{'minutes': 8, 'seconds': 43}",52,401012254,40101225426,Mississippi State,SEC,9,False,4,"{'minutes': 13, 'seconds': 9}",42,10
1054,Mississippi State,SEC,INT,"{'minutes': 2, 'seconds': 20}",4,"{'minutes': 6, 'seconds': 23}",48,401012254,40101225427,Stephen F. Austin,,4,False,4,"{'minutes': 8, 'seconds': 43}",52,4
1055,Stephen F. Austin,,TD,"{'minutes': 4, 'seconds': 46}",4,"{'minutes': 1, 'seconds': 37}",100,401012254,40101225428,Mississippi State,SEC,8,True,4,"{'minutes': 6, 'seconds': 23}",43,57
1056,Mississippi State,SEC,DOWNS,"{'minutes': 1, 'seconds': 28}",4,{'seconds': 9},31,401012254,40101225429,Stephen F. Austin,,8,False,4,"{'minutes': 1, 'seconds': 37}",75,44
1057,Stephen F. Austin,,END OF GAME,{'seconds': 9},4,{},29,401012254,40101225430,Mississippi State,SEC,1,False,4,{'seconds': 9},31,-2
