,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,yards
288,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 1}",4,"{'minutes': 7, 'seconds': 29}",59,400603908,40060390818,Arkansas,SEC,6,False,4,"{'minutes': 10, 'seconds': 30}",75,16
289,Arkansas,SEC,TD,"{'minutes': 2, 'seconds': 34}",4,"{'minutes': 4, 'seconds': 55}",100,400603908,40060390819,Ole Miss,SEC,6,True,4,"{'minutes': 7, 'seconds': 29}",19,81
290,Ole Miss,SEC,TD,"{'minutes': 4, 'seconds': 2}",4,{'seconds': 53},0,400603908,40060390820,Arkansas,SEC,8,True,4,"{'minutes': 4, 'seconds': 55}",75,75
291,Arkansas,SEC,DOWNS,{'seconds': 50},4,{'seconds': 3},51,400603908,40060390821,Ole Miss,SEC,5,False,4,{'seconds': 53},65,21
292,Ole Miss,SEC,END OF GAME,{'seconds': 3},4,{},40,400603908,40060390822,Arkansas,SEC,3,False,4,{'seconds': 3},51,21
293,Arkansas,SEC,TD,{},5,{},100,400603908,40060390823,Ole Miss,SEC,3,True,5,{},75,25
294,Ole Miss,SEC,TD,{},5,{},0,400603908,40060390824,Arkansas,SEC,6,True,5,{},25,25
295,Ole Miss,SEC,DOWNS,"{'minutes': 2, 'seconds': 52}",2,"{'minutes': 2, 'seconds': 12}",65,400603918,40060391810,Mississippi State,SEC,8,False,2,"{'minutes': 5, 'seconds': 4}",21,44
296,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 9}",2,"{'minutes': 1, 'seconds': 3}",64,400603918,40060391811,Ole Miss,SEC,3,False,2,"{'minutes': 2, 'seconds': 12}",65,1
297,Ole Miss,SEC,END OF HALF,"{'minutes': 1, 'seconds': 3}",2,{},37,400603918,40060391812,Mississippi State,SEC,3,False,2,"{'minutes': 1, 'seconds': 3}",46,-9
298,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 16}",3,"{'minutes': 13, 'seconds': 44}",76,400603918,40060391813,Ole Miss,SEC,3,False,3,{'minutes': 15},75,-1
299,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 50}",3,"{'minutes': 11, 'seconds': 54}",100,400603918,40060391814,Mississippi State,SEC,5,True,3,"{'minutes': 13, 'seconds': 44}",54,46
300,Mississippi State,SEC,MISSED FG,"{'minutes': 3, 'seconds': 49}",3,"{'minutes': 8, 'seconds': 5}",16,400603918,40060391815,Ole Miss,SEC,11,False,3,"{'minutes': 11, 'seconds': 54}",75,59
301,Ole Miss,SEC,FG,"{'minutes': 2, 'seconds': 23}",3,"{'minutes': 5, 'seconds': 42}",90,400603918,40060391816,Mississippi State,SEC,12,True,3,"{'minutes': 8, 'seconds': 5}",20,70
302,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 57}",3,"{'minutes': 2, 'seconds': 45}",31,400603918,40060391817,Ole Miss,SEC,7,True,3,"{'minutes': 5, 'seconds': 42}",75,44
303,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 43}",3,"{'minutes': 1, 'seconds': 2}",17,400603918,40060391818,Mississippi State,SEC,3,False,3,"{'minutes': 2, 'seconds': 45}",26,-9
304,Mississippi State,SEC,TD,"{'minutes': 2, 'seconds': 40}",4,"{'minutes': 13, 'seconds': 22}",0,400603918,40060391819,Ole Miss,SEC,7,True,3,"{'minutes': 1, 'seconds': 2}",65,65
305,Ole Miss,SEC,TD,"{'minutes': 3, 'seconds': 44}",4,"{'minutes': 9, 'seconds': 38}",100,400603918,40060391820,Mississippi State,SEC,9,True,4,"{'minutes': 13, 'seconds': 22}",25,75
306,Mississippi State,SEC,PUNT,"{'minutes': 4, 'seconds': 38}",4,{'minutes': 5},49,400603918,40060391821,Ole Miss,SEC,7,False,4,"{'minutes': 9, 'seconds': 38}",85,36
307,Ole Miss,SEC,TD,"{'minutes': 3, 'seconds': 43}",4,"{'minutes': 1, 'seconds': 17}",100,400603918,40060391822,Mississippi State,SEC,10,True,4,{'minutes': 5},36,64
308,Mississippi State,SEC,END OF GAME,"{'minutes': 1, 'seconds': 17}",4,{},15,400603918,40060391823,Ole Miss,SEC,3,False,4,"{'minutes': 1, 'seconds': 17}",56,41
309,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 18}",2,"{'minutes': 5, 'seconds': 55}",86,400603928,40060392810,LSU,SEC,3,False,2,"{'minutes': 7, 'seconds': 13}",83,-3
310,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 14}",2,"{'minutes': 4, 'seconds': 41}",30,400603928,40060392811,Ole Miss,SEC,3,False,2,"{'minutes': 5, 'seconds': 55}",32,-2
311,Ole Miss,SEC,INT,"{'minutes': 1, 'seconds': 11}",2,"{'minutes': 3, 'seconds': 30}",57,400603928,40060392812,LSU,SEC,3,False,2,"{'minutes': 4, 'seconds': 41}",68,11
312,LSU,SEC,TD,{'seconds': 6},2,"{'minutes': 3, 'seconds': 24}",100,400603928,40060392813,Ole Miss,SEC,1,True,2,"{'minutes': 3, 'seconds': 30}",89,11
313,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 10}",2,"{'minutes': 1, 'seconds': 14}",0,400603928,40060392814,LSU,SEC,6,True,2,"{'minutes': 3, 'seconds': 24}",75,75
314,LSU,SEC,PUNT,{'seconds': 46},2,{'seconds': 28},43,400603928,40060392815,Ole Miss,SEC,5,False,2,"{'minutes': 1, 'seconds': 14}",13,30
315,Ole Miss,SEC,FUMBLE,{'seconds': 28},2,{},63,400603928,40060392816,LSU,SEC,4,False,2,{'seconds': 28},63,0
316,Ole Miss,SEC,FUMBLE,"{'minutes': 2, 'seconds': 6}",3,"{'minutes': 12, 'seconds': 54}",65,400603928,40060392818,LSU,SEC,6,True,3,{'minutes': 15},80,54
317,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 50}",3,"{'minutes': 10, 'seconds': 4}",0,400603928,40060392819,LSU,SEC,6,True,3,"{'minutes': 12, 'seconds': 54}",25,25
318,LSU,SEC,TD,"{'minutes': 2, 'seconds': 30}",3,"{'minutes': 7, 'seconds': 34}",100,400603928,40060392820,Ole Miss,SEC,7,True,3,"{'minutes': 10, 'seconds': 4}",17,83
319,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 47}",3,"{'minutes': 5, 'seconds': 47}",79,400603928,40060392821,LSU,SEC,3,False,3,"{'minutes': 7, 'seconds': 34}",75,-4
320,LSU,SEC,TD,"{'minutes': 2, 'seconds': 15}",3,"{'minutes': 3, 'seconds': 32}",100,400603928,40060392822,Ole Miss,SEC,6,True,3,"{'minutes': 5, 'seconds': 47}",43,57
321,Ole Miss,SEC,INT,"{'minutes': 3, 'seconds': 2}",3,{'seconds': 30},39,400603928,40060392823,LSU,SEC,6,False,3,"{'minutes': 3, 'seconds': 32}",75,36
322,LSU,SEC,PUNT,{'seconds': 47},4,"{'minutes': 14, 'seconds': 43}",44,400603928,40060392824,Ole Miss,SEC,3,False,3,{'seconds': 30},36,8
323,Ole Miss,SEC,DOWNS,"{'minutes': 2, 'seconds': 38}",4,"{'minutes': 12, 'seconds': 5}",43,400603928,40060392825,LSU,SEC,9,False,4,"{'minutes': 14, 'seconds': 43}",78,35
324,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 5}",4,{'minutes': 11},47,400603928,40060392826,Ole Miss,SEC,3,False,4,"{'minutes': 12, 'seconds': 5}",43,4
325,Ole Miss,SEC,FUMBLE,"{'minutes': 4, 'seconds': 52}",4,"{'minutes': 6, 'seconds': 8}",1,400603928,40060392827,LSU,SEC,15,False,4,{'minutes': 11},89,80
326,LSU,SEC,PUNT,"{'minutes': 3, 'seconds': 15}",4,"{'minutes': 2, 'seconds': 53}",19,400603928,40060392828,Ole Miss,SEC,6,False,4,"{'minutes': 6, 'seconds': 8}",9,10
327,Ole Miss,SEC,DOWNS,{'seconds': 19},4,"{'minutes': 2, 'seconds': 34}",56,400603928,40060392829,LSU,SEC,4,False,4,"{'minutes': 2, 'seconds': 53}",56,0
328,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 42}",4,{'seconds': 52},46,400603928,40060392830,Ole Miss,SEC,3,False,4,"{'minutes': 2, 'seconds': 34}",56,-10
329,Ole Miss,SEC,END OF GAME,{'seconds': 52},4,{},40,400603928,40060392831,LSU,SEC,5,False,4,{'seconds': 52},80,40
330,Florida State,ACC,TD,"{'minutes': 1, 'seconds': 46}",1,"{'minutes': 13, 'seconds': 14}",0,400868979,4008689791,Ole Miss,SEC,6,True,1,{'minutes': 15},75,75
331,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 17}",1,"{'minutes': 9, 'seconds': 57}",39,400868979,4008689792,Florida State,ACC,6,False,1,"{'minutes': 13, 'seconds': 14}",65,11
332,Florida State,ACC,INT,{'seconds': 35},1,"{'minutes': 9, 'seconds': 22}",58,400868979,4008689793,Ole Miss,SEC,4,False,1,"{'minutes': 9, 'seconds': 57}",82,24
333,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 26}",1,"{'minutes': 7, 'seconds': 56}",38,400868979,4008689794,Florida State,ACC,3,False,1,"{'minutes': 9, 'seconds': 22}",39,-1
334,Florida State,ACC,PUNT,"{'minutes': 1, 'seconds': 24}",1,"{'minutes': 6, 'seconds': 32}",73,400868979,4008689795,Ole Miss,SEC,3,False,1,"{'minutes': 7, 'seconds': 56}",78,5
335,Ole Miss,SEC,FG,"{'minutes': 6, 'seconds': 31}",1,{'seconds': 1},92,400868979,4008689796,Florida State,ACC,13,True,1,"{'minutes': 6, 'seconds': 32}",17,75
336,Florida State,ACC,TD,"{'minutes': 2, 'seconds': 19}",2,"{'minutes': 12, 'seconds': 42}",0,400868979,4008689797,Ole Miss,SEC,9,True,1,{'seconds': 1},75,75
337,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 4}",2,"{'minutes': 11, 'seconds': 38}",15,400868979,4008689798,Florida State,ACC,3,False,2,"{'minutes': 12, 'seconds': 42}",25,-10
338,Florida State,ACC,TD,"{'minutes': 1, 'seconds': 56}",2,"{'minutes': 9, 'seconds': 42}",0,400868979,4008689799,Ole Miss,SEC,6,True,2,"{'minutes': 11, 'seconds': 38}",72,72
339,Wofford,,FG,"{'minutes': 1, 'seconds': 57}",1,"{'minutes': 13, 'seconds': 3}",77,400868986,4008689861,Ole Miss,SEC,9,True,1,{'minutes': 15},35,42
340,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 1}",1,"{'minutes': 11, 'seconds': 2}",70,400868986,4008689862,Wofford,,3,False,1,"{'minutes': 13, 'seconds': 3}",75,5
341,Wofford,,TD,"{'minutes': 3, 'seconds': 51}",1,"{'minutes': 7, 'seconds': 11}",100,400868986,4008689863,Ole Miss,SEC,13,True,1,"{'minutes': 11, 'seconds': 2}",19,81
342,Ole Miss,SEC,PUNT,"{'minutes': 5, 'seconds': 20}",1,"{'minutes': 1, 'seconds': 51}",56,400868986,4008689864,Wofford,,9,False,1,"{'minutes': 7, 'seconds': 11}",75,19
343,Wofford,,TD,"{'minutes': 3, 'seconds': 1}",2,"{'minutes': 13, 'seconds': 50}",100,400868986,4008689865,Ole Miss,SEC,11,True,1,"{'minutes': 1, 'seconds': 51}",8,92
344,Ole Miss,SEC,FG,"{'minutes': 9, 'seconds': 12}",2,"{'minutes': 4, 'seconds': 38}",12,400868986,4008689866,Wofford,,17,True,2,"{'minutes': 13, 'seconds': 50}",82,70
345,Wofford,,TD,"{'minutes': 3, 'seconds': 2}",2,"{'minutes': 1, 'seconds': 36}",100,400868986,4008689867,Ole Miss,SEC,6,True,2,"{'minutes': 4, 'seconds': 38}",62,38
346,Ole Miss,SEC,END OF HALF,"{'minutes': 1, 'seconds': 36}",2,{},53,400868986,4008689868,Wofford,,6,False,2,"{'minutes': 1, 'seconds': 36}",82,29
347,Ole Miss,SEC,DOWNS,"{'minutes': 6, 'seconds': 55}",3,"{'minutes': 8, 'seconds': 5}",23,400868986,4008689869,Wofford,,12,False,3,{'minutes': 15},77,54
348,Alabama,SEC,TD,"{'minutes': 1, 'seconds': 53}",1,"{'minutes': 13, 'seconds': 7}",100,400868997,4008689971,Ole Miss,SEC,7,True,1,{'minutes': 15},25,75
349,Ole Miss,SEC,FG,"{'minutes': 7, 'seconds': 13}",1,"{'minutes': 5, 'seconds': 54}",14,400868997,4008689972,Alabama,SEC,17,True,1,"{'minutes': 13, 'seconds': 7}",75,61
350,Alabama,SEC,PUNT,"{'minutes': 1, 'seconds': 2}",1,"{'minutes': 4, 'seconds': 52}",8,400868997,4008689973,Ole Miss,SEC,3,False,1,"{'minutes': 5, 'seconds': 54}",10,-2
351,Ole Miss,SEC,MISSED FG,"{'minutes': 3, 'seconds': 26}",1,"{'minutes': 1, 'seconds': 26}",29,400868997,4008689974,Alabama,SEC,9,False,1,"{'minutes': 4, 'seconds': 52}",52,23
352,Alabama,SEC,PUNT,"{'minutes': 1, 'seconds': 37}",2,"{'minutes': 14, 'seconds': 49}",38,400868997,4008689975,Ole Miss,SEC,3,False,1,"{'minutes': 1, 'seconds': 26}",29,9
353,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 5}",2,"{'minutes': 13, 'seconds': 44}",86,400868997,4008689976,Alabama,SEC,3,False,2,"{'minutes': 14, 'seconds': 49}",87,1
354,Alabama,SEC,PUNT,"{'minutes': 1, 'seconds': 13}",2,"{'minutes': 12, 'seconds': 31}",32,400868997,4008689977,Ole Miss,SEC,3,False,2,"{'minutes': 13, 'seconds': 44}",26,6
355,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 11}",2,"{'minutes': 9, 'seconds': 20}",52,400868997,4008689978,Alabama,SEC,5,False,2,"{'minutes': 12, 'seconds': 31}",80,28
356,Alabama,SEC,FG,"{'minutes': 1, 'seconds': 37}",2,"{'minutes': 7, 'seconds': 43}",94,400868997,4008689979,Ole Miss,SEC,5,True,2,"{'minutes': 9, 'seconds': 20}",44,50
357,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 46}",1,"{'minutes': 11, 'seconds': 14}",65,400869005,4008690051,Georgia,SEC,6,False,1,{'minutes': 15},75,10
358,Georgia,SEC,FG,"{'minutes': 2, 'seconds': 20}",1,"{'minutes': 8, 'seconds': 54}",93,400869005,4008690052,Ole Miss,SEC,7,True,1,"{'minutes': 11, 'seconds': 14}",24,69
359,Ole Miss,SEC,INT TD,"{'minutes': 1, 'seconds': 42}",1,"{'minutes': 7, 'seconds': 12}",63,400869005,4008690053,Georgia,SEC,4,True,1,"{'minutes': 8, 'seconds': 54}",75,12
360,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 1}",1,"{'minutes': 5, 'seconds': 11}",55,400869005,4008690054,Georgia,SEC,5,False,1,"{'minutes': 7, 'seconds': 12}",75,20
361,Georgia,SEC,TD,"{'minutes': 2, 'seconds': 57}",1,"{'minutes': 2, 'seconds': 14}",100,400869005,4008690055,Ole Miss,SEC,10,True,1,"{'minutes': 5, 'seconds': 11}",16,84
362,Ole Miss,SEC,MISSED FG,"{'minutes': 3, 'seconds': 44}",2,"{'minutes': 13, 'seconds': 30}",18,400869005,4008690056,Georgia,SEC,10,False,1,"{'minutes': 2, 'seconds': 14}",59,41
363,Georgia,SEC,PUNT,"{'minutes': 1, 'seconds': 31}",2,"{'minutes': 11, 'seconds': 59}",48,400869005,4008690057,Ole Miss,SEC,4,False,2,"{'minutes': 13, 'seconds': 30}",20,28
364,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 25}",2,"{'minutes': 10, 'seconds': 34}",81,400869005,4008690058,Georgia,SEC,3,False,2,"{'minutes': 11, 'seconds': 59}",84,3
365,Georgia,SEC,TD,{'seconds': 10},2,"{'minutes': 10, 'seconds': 24}",100,400869005,4008690059,Ole Miss,SEC,1,True,2,"{'minutes': 10, 'seconds': 34}",45,55
366,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 24}",1,"{'minutes': 11, 'seconds': 36}",46,400869015,4008690151,Memphis,American Athletic,8,False,1,{'minutes': 15},75,29
367,Memphis,American Athletic,TD,"{'minutes': 4, 'seconds': 41}",1,"{'minutes': 6, 'seconds': 55}",100,400869015,4008690152,Ole Miss,SEC,13,True,1,"{'minutes': 11, 'seconds': 36}",10,90
368,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 42}",1,"{'minutes': 5, 'seconds': 13}",56,400869015,4008690153,Memphis,American Athletic,4,False,1,"{'minutes': 6, 'seconds': 55}",79,23
369,Memphis,American Athletic,PUNT,"{'minutes': 2, 'seconds': 38}",1,"{'minutes': 2, 'seconds': 35}",58,400869015,4008690154,Ole Miss,SEC,8,False,1,"{'minutes': 5, 'seconds': 13}",11,47
370,Ole Miss,SEC,INT TD,"{'minutes': 1, 'seconds': 37}",1,{'seconds': 58},72,400869015,4008690155,Memphis,American Athletic,4,True,1,"{'minutes': 2, 'seconds': 35}",80,8
371,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 2}",2,"{'minutes': 14, 'seconds': 56}",0,400869015,4008690156,Memphis,American Athletic,4,True,1,{'seconds': 58},64,64
372,Memphis,American Athletic,FG,"{'minutes': 2, 'seconds': 34}",2,"{'minutes': 12, 'seconds': 22}",85,400869015,4008690157,Ole Miss,SEC,9,True,2,"{'minutes': 14, 'seconds': 56}",25,60
373,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 39}",2,"{'minutes': 10, 'seconds': 43}",63,400869015,4008690158,Memphis,American Athletic,4,False,2,"{'minutes': 12, 'seconds': 22}",74,11
374,Memphis,American Athletic,PUNT,"{'minutes': 3, 'seconds': 4}",2,"{'minutes': 7, 'seconds': 39}",57,400869015,4008690159,Ole Miss,SEC,7,False,2,"{'minutes': 10, 'seconds': 43}",12,45
375,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 32}",1,"{'minutes': 13, 'seconds': 28}",12,400869024,4008690241,Arkansas,SEC,3,False,1,{'minutes': 15},25,-13
376,Arkansas,SEC,PUNT,{'seconds': 21},1,"{'minutes': 13, 'seconds': 7}",65,400869024,4008690242,Ole Miss,SEC,3,False,1,"{'minutes': 13, 'seconds': 28}",65,0
377,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 34}",1,"{'minutes': 10, 'seconds': 33}",100,400869024,4008690243,Arkansas,SEC,5,True,1,"{'minutes': 13, 'seconds': 7}",18,82
378,Arkansas,SEC,TD,"{'minutes': 3, 'seconds': 7}",1,"{'minutes': 7, 'seconds': 26}",0,400869024,4008690244,Ole Miss,SEC,9,True,1,"{'minutes': 10, 'seconds': 33}",61,61
379,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 18}",1,"{'minutes': 6, 'seconds': 8}",100,400869024,4008690245,Arkansas,SEC,3,True,1,"{'minutes': 7, 'seconds': 26}",35,65
380,Arkansas,SEC,PUNT,"{'minutes': 2, 'seconds': 5}",1,"{'minutes': 4, 'seconds': 3}",40,400869024,4008690246,Ole Miss,SEC,5,False,1,"{'minutes': 6, 'seconds': 8}",65,25
381,Ole Miss,SEC,FG,"{'minutes': 4, 'seconds': 50}",2,"{'minutes': 14, 'seconds': 13}",76,400869024,4008690247,Arkansas,SEC,10,True,1,"{'minutes': 4, 'seconds': 3}",20,56
382,Arkansas,SEC,TD,"{'minutes': 2, 'seconds': 23}",2,"{'minutes': 11, 'seconds': 50}",0,400869024,4008690248,Ole Miss,SEC,7,True,2,"{'minutes': 14, 'seconds': 13}",67,67
383,Ole Miss,SEC,FG,"{'minutes': 6, 'seconds': 29}",2,"{'minutes': 5, 'seconds': 21}",82,400869024,4008690249,Arkansas,SEC,13,True,2,"{'minutes': 11, 'seconds': 50}",9,73
384,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 56}",1,"{'minutes': 13, 'seconds': 4}",28,400869032,4008690321,LSU,SEC,3,False,1,{'minutes': 15},21,7
385,LSU,SEC,TD,"{'minutes': 2, 'seconds': 12}",1,"{'minutes': 10, 'seconds': 52}",0,400869032,4008690322,Ole Miss,SEC,6,True,1,"{'minutes': 13, 'seconds': 4}",77,77
386,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 20}",1,"{'minutes': 8, 'seconds': 32}",20,400869032,4008690323,LSU,SEC,3,False,1,"{'minutes': 10, 'seconds': 52}",16,4
387,LSU,SEC,FG,"{'minutes': 3, 'seconds': 44}",1,"{'minutes': 4, 'seconds': 48}",28,400869032,4008690324,Ole Miss,SEC,9,True,1,"{'minutes': 8, 'seconds': 32}",65,37
388,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 22}",1,"{'minutes': 3, 'seconds': 26}",100,400869032,4008690325,LSU,SEC,3,True,1,"{'minutes': 4, 'seconds': 48}",25,75
389,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 10}",1,"{'minutes': 2, 'seconds': 16}",49,400869032,4008690326,Ole Miss,SEC,4,False,1,"{'minutes': 3, 'seconds': 26}",73,24
390,Ole Miss,SEC,FUMBLE,"{'minutes': 3, 'seconds': 9}",2,"{'minutes': 14, 'seconds': 7}",58,400869032,4008690327,LSU,SEC,7,False,1,"{'minutes': 2, 'seconds': 16}",18,26
391,LSU,SEC,INT,{'seconds': 8},2,"{'minutes': 13, 'seconds': 59}",35,400869032,4008690328,Ole Miss,SEC,1,False,2,"{'minutes': 14, 'seconds': 7}",35,0
392,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 46}",2,"{'minutes': 11, 'seconds': 13}",100,400869032,4008690329,LSU,SEC,7,True,2,"{'minutes': 13, 'seconds': 59}",3,97
393,Auburn,SEC,TD,"{'minutes': 3, 'seconds': 53}",1,"{'minutes': 11, 'seconds': 7}",100,400869036,4008690361,Ole Miss,SEC,12,True,1,{'minutes': 15},22,78
394,Ole Miss,SEC,TD,"{'minutes': 3, 'seconds': 40}",1,"{'minutes': 7, 'seconds': 27}",0,400869036,4008690362,Auburn,SEC,10,True,1,"{'minutes': 11, 'seconds': 7}",90,90
395,Auburn,SEC,TD,"{'minutes': 1, 'seconds': 51}",1,"{'minutes': 5, 'seconds': 36}",100,400869036,4008690363,Ole Miss,SEC,7,True,1,"{'minutes': 7, 'seconds': 27}",25,75
396,Ole Miss,SEC,FG,"{'minutes': 3, 'seconds': 46}",1,"{'minutes': 1, 'seconds': 50}",28,400869036,4008690364,Auburn,SEC,11,True,1,"{'minutes': 5, 'seconds': 36}",75,47
397,Auburn,SEC,FG,"{'minutes': 2, 'seconds': 36}",2,"{'minutes': 14, 'seconds': 14}",97,400869036,4008690365,Ole Miss,SEC,10,True,1,"{'minutes': 1, 'seconds': 50}",25,72
398,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 47}",2,"{'minutes': 12, 'seconds': 27}",0,400869036,4008690366,Auburn,SEC,5,True,2,"{'minutes': 14, 'seconds': 14}",75,75
399,Auburn,SEC,FG,"{'minutes': 5, 'seconds': 17}",2,"{'minutes': 7, 'seconds': 10}",68,400869036,4008690367,Ole Miss,SEC,15,True,2,"{'minutes': 12, 'seconds': 27}",18,50
400,Ole Miss,SEC,FG,"{'minutes': 4, 'seconds': 20}",2,"{'minutes': 2, 'seconds': 50}",15,400869036,4008690368,Auburn,SEC,10,True,2,"{'minutes': 7, 'seconds': 10}",75,60
401,Auburn,SEC,FG,"{'minutes': 2, 'seconds': 45}",2,{'seconds': 5},91,400869036,4008690369,Ole Miss,SEC,12,True,2,"{'minutes': 2, 'seconds': 50}",25,66
402,Georgia Southern,Sun Belt,PUNT,"{'minutes': 1, 'seconds': 11}",1,"{'minutes': 13, 'seconds': 49}",21,400869045,4008690451,Ole Miss,SEC,3,False,1,{'minutes': 15},25,-4
403,Ole Miss,SEC,INT,"{'minutes': 2, 'seconds': 49}",1,{'minutes': 11},48,400869045,4008690452,Georgia Southern,Sun Belt,6,False,1,"{'minutes': 13, 'seconds': 49}",58,10
404,Georgia Southern,Sun Belt,FG,"{'minutes': 1, 'seconds': 59}",1,"{'minutes': 9, 'seconds': 1}",82,400869045,4008690453,Ole Miss,SEC,7,True,1,{'minutes': 11},49,33
405,Ole Miss,SEC,TD,"{'minutes': 3, 'seconds': 53}",1,"{'minutes': 5, 'seconds': 8}",0,400869045,4008690454,Georgia Southern,Sun Belt,8,True,1,"{'minutes': 9, 'seconds': 1}",69,69
406,Georgia Southern,Sun Belt,PUNT,"{'minutes': 1, 'seconds': 50}",1,"{'minutes': 3, 'seconds': 18}",48,400869045,4008690455,Ole Miss,SEC,7,False,1,"{'minutes': 5, 'seconds': 8}",16,32
407,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 19}",1,{'seconds': 59},0,400869045,4008690456,Georgia Southern,Sun Belt,5,True,1,"{'minutes': 3, 'seconds': 18}",49,49
408,Georgia Southern,Sun Belt,PUNT,{'seconds': 59},1,{},33,400869045,4008690457,Ole Miss,SEC,3,False,1,{'seconds': 59},25,8
409,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 34}",2,"{'minutes': 13, 'seconds': 26}",60,400869045,4008690458,Georgia Southern,Sun Belt,3,False,1,{},67,7
410,Georgia Southern,Sun Belt,TD,"{'minutes': 1, 'seconds': 48}",2,"{'minutes': 11, 'seconds': 38}",100,400869045,4008690459,Ole Miss,SEC,7,True,2,"{'minutes': 13, 'seconds': 26}",29,71
411,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 57}",1,"{'minutes': 13, 'seconds': 3}",71,400869055,4008690551,Ole Miss,SEC,4,False,1,{'minutes': 15},75,4
412,Ole Miss,SEC,DOWNS,"{'minutes': 2, 'seconds': 13}",1,"{'minutes': 10, 'seconds': 50}",66,400869055,4008690552,Texas A&M,SEC,7,False,1,"{'minutes': 13, 'seconds': 3}",35,31
413,Texas A&M,SEC,FG,"{'minutes': 5, 'seconds': 27}",1,"{'minutes': 5, 'seconds': 23}",8,400869055,4008690553,Ole Miss,SEC,14,True,1,"{'minutes': 10, 'seconds': 50}",65,57
414,Ole Miss,SEC,TD,{'seconds': 34},1,"{'minutes': 4, 'seconds': 49}",100,400869055,4008690554,Texas A&M,SEC,2,True,1,"{'minutes': 5, 'seconds': 23}",25,75
415,Texas A&M,SEC,PUNT,"{'minutes': 2, 'seconds': 53}",1,"{'minutes': 1, 'seconds': 56}",58,400869055,4008690555,Ole Miss,SEC,5,False,1,"{'minutes': 4, 'seconds': 49}",75,17
416,Ole Miss,SEC,TD,"{'minutes': 3, 'seconds': 1}",2,"{'minutes': 13, 'seconds': 55}",100,400869055,4008690556,Texas A&M,SEC,8,True,1,"{'minutes': 1, 'seconds': 56}",11,89
417,Texas A&M,SEC,FG,"{'minutes': 6, 'seconds': 9}",2,"{'minutes': 7, 'seconds': 46}",7,400869055,4008690557,Ole Miss,SEC,14,True,2,"{'minutes': 13, 'seconds': 55}",75,68
418,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 3}",2,"{'minutes': 6, 'seconds': 43}",100,400869055,4008690558,Texas A&M,SEC,3,True,2,"{'minutes': 7, 'seconds': 46}",93,7
419,Texas A&M,SEC,PUNT,{'seconds': 50},2,"{'minutes': 5, 'seconds': 53}",75,400869055,4008690559,Ole Miss,SEC,3,False,2,"{'minutes': 6, 'seconds': 43}",75,0
420,Vanderbilt,SEC,FG,"{'minutes': 4, 'seconds': 9}",1,"{'minutes': 10, 'seconds': 51}",6,400869066,4008690661,Ole Miss,SEC,9,True,1,{'minutes': 15},35,75
421,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 9}",1,"{'minutes': 7, 'seconds': 42}",54,400869066,4008690662,Vanderbilt,SEC,7,False,1,"{'minutes': 10, 'seconds': 51}",65,34
