,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,yards,season
0,Mississippi State,SEC,DOWNS,"{'minutes': 4, 'seconds': 40}",1,"{'minutes': 10, 'seconds': 20}",67,400603836,4006038361,Southern Mississippi,Conference USA,12,False,1,{'minutes': 15},23,44,2015
1,Southern Mississippi,Conference USA,FUMBLE,"{'minutes': 1, 'seconds': 1}",1,"{'minutes': 9, 'seconds': 19}",0,400603836,4006038362,Mississippi State,SEC,4,False,1,"{'minutes': 10, 'seconds': 20}",67,67,2015
2,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 1}",1,"{'minutes': 7, 'seconds': 18}",20,400603836,4006038363,Southern Mississippi,Conference USA,3,False,1,"{'minutes': 9, 'seconds': 19}",20,0,2015
3,Mississippi State,SEC,FG,"{'minutes': 1, 'seconds': 52}",1,"{'minutes': 5, 'seconds': 26}",86,400603836,4006038365,Southern Mississippi,Conference USA,4,True,1,"{'minutes': 7, 'seconds': 18}",89,-3,2015
4,Southern Mississippi,Conference USA,TD,{},1,"{'minutes': 5, 'seconds': 26}",0,400603836,4006038366,Mississippi State,SEC,0,True,1,"{'minutes': 5, 'seconds': 26}",0,0,2015
5,Mississippi State,SEC,TD,"{'minutes': 3, 'seconds': 12}",1,"{'minutes': 2, 'seconds': 14}",100,400603836,4006038367,Southern Mississippi,Conference USA,8,True,1,"{'minutes': 5, 'seconds': 26}",30,70,2015
6,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 43}",1,{'seconds': 31},35,400603836,4006038368,Southern Mississippi,Conference USA,3,False,1,"{'minutes': 2, 'seconds': 14}",42,-7,2015
7,Southern Mississippi,Conference USA,PUNT,{'seconds': 52},2,"{'minutes': 14, 'seconds': 39}",55,400603836,4006038369,Mississippi State,SEC,4,False,1,{'seconds': 31},83,28,2015
8,Mississippi State,SEC,INT,"{'minutes': 6, 'seconds': 27}",1,"{'minutes': 8, 'seconds': 33}",95,400603843,4006038431,Auburn,SEC,13,False,1,{'minutes': 15},25,70,2015
9,Auburn,SEC,TD,"{'minutes': 3, 'seconds': 15}",1,"{'minutes': 5, 'seconds': 18}",0,400603843,4006038432,Mississippi State,SEC,10,True,1,"{'minutes': 8, 'seconds': 33}",79,79,2015
10,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 17}",1,"{'minutes': 3, 'seconds': 1}",34,400603843,4006038433,Auburn,SEC,3,False,1,"{'minutes': 5, 'seconds': 18}",25,9,2015
11,Auburn,SEC,PUNT,"{'minutes': 2, 'seconds': 30}",1,{'seconds': 31},50,400603843,4006038434,Mississippi State,SEC,5,False,1,"{'minutes': 3, 'seconds': 1}",63,13,2015
12,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 53}",2,"{'minutes': 11, 'seconds': 38}",34,400603843,4006038435,Auburn,SEC,6,False,1,{'seconds': 31},20,14,2015
13,Auburn,SEC,TD,"{'minutes': 3, 'seconds': 36}",2,"{'minutes': 8, 'seconds': 2}",0,400603843,4006038436,Mississippi State,SEC,11,True,2,"{'minutes': 11, 'seconds': 38}",79,79,2015
14,Mississippi State,SEC,MISSED FG,"{'minutes': 7, 'seconds': 17}",2,{'seconds': 45},91,400603843,4006038437,Auburn,SEC,15,False,2,"{'minutes': 8, 'seconds': 2}",24,67,2015
15,Auburn,SEC,END OF HALF,{'seconds': 45},2,{},76,400603843,4006038438,Mississippi State,SEC,1,False,2,{'seconds': 45},80,4,2015
16,Auburn,SEC,FUMBLE,"{'minutes': 2, 'seconds': 20}",3,"{'minutes': 12, 'seconds': 40}",40,400603843,4006038439,Mississippi State,SEC,7,False,3,{'minutes': 15},65,21,2015
17,Northwestern State,,TD,"{'minutes': 1, 'seconds': 39}",1,"{'minutes': 13, 'seconds': 21}",100,400603855,4006038551,Mississippi State,SEC,5,True,1,{'minutes': 15},25,75,2015
18,Mississippi State,SEC,DOWNS,"{'minutes': 5, 'seconds': 53}",1,"{'minutes': 7, 'seconds': 28}",17,400603855,4006038552,Northwestern State,,11,False,1,"{'minutes': 13, 'seconds': 21}",75,58,2015
19,Northwestern State,,TD,"{'minutes': 4, 'seconds': 2}",1,"{'minutes': 3, 'seconds': 26}",100,400603855,4006038553,Mississippi State,SEC,10,True,1,"{'minutes': 7, 'seconds': 28}",17,83,2015
20,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 17}",1,"{'minutes': 1, 'seconds': 9}",89,400603855,4006038554,Northwestern State,,3,False,1,"{'minutes': 3, 'seconds': 26}",79,-10,2015
21,Northwestern State,,TD,"{'minutes': 1, 'seconds': 2}",1,{'seconds': 7},100,400603855,4006038555,Mississippi State,SEC,4,True,1,"{'minutes': 1, 'seconds': 9}",67,33,2015
22,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 42}",2,"{'minutes': 13, 'seconds': 25}",77,400603855,4006038556,Northwestern State,,3,False,1,{'seconds': 7},75,-2,2015
23,Northwestern State,,FUMBLE,{'seconds': 28},2,"{'minutes': 12, 'seconds': 57}",72,400603855,4006038557,Mississippi State,SEC,2,False,2,"{'minutes': 13, 'seconds': 25}",29,43,2015
24,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 12}",2,"{'minutes': 11, 'seconds': 45}",71,400603855,4006038558,Northwestern State,,3,False,2,"{'minutes': 12, 'seconds': 57}",72,1,2015
25,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 8}",1,"{'minutes': 12, 'seconds': 52}",41,400603865,4006038651,Mississippi State,SEC,5,False,1,{'minutes': 15},25,16,2015
26,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 14}",1,"{'minutes': 10, 'seconds': 38}",67,400603865,4006038652,LSU,SEC,3,False,1,"{'minutes': 12, 'seconds': 52}",76,9,2015
27,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 39}",1,"{'minutes': 8, 'seconds': 59}",15,400603865,4006038653,Mississippi State,SEC,3,False,1,"{'minutes': 10, 'seconds': 38}",9,6,2015
28,Mississippi State,SEC,TD,"{'minutes': 4, 'seconds': 22}",1,"{'minutes': 4, 'seconds': 37}",0,400603865,4006038654,LSU,SEC,8,True,1,"{'minutes': 8, 'seconds': 59}",48,48,2015
29,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 1}",1,"{'minutes': 2, 'seconds': 36}",10,400603865,4006038655,Mississippi State,SEC,3,False,1,"{'minutes': 4, 'seconds': 37}",25,-15,2015
30,Mississippi State,SEC,TD,{'seconds': 38},1,"{'minutes': 1, 'seconds': 58}",0,400603865,4006038656,LSU,SEC,2,True,1,"{'minutes': 2, 'seconds': 36}",46,46,2015
31,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 12}",2,"{'minutes': 14, 'seconds': 46}",46,400603865,4006038657,Mississippi State,SEC,5,False,1,"{'minutes': 1, 'seconds': 58}",23,23,2015
32,Mississippi State,SEC,PUNT,{'minutes': 3},2,"{'minutes': 11, 'seconds': 46}",56,400603865,4006038658,LSU,SEC,6,False,2,"{'minutes': 14, 'seconds': 46}",80,24,2015
33,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 31}",2,"{'minutes': 10, 'seconds': 15}",55,400603865,4006038659,Mississippi State,SEC,7,False,2,"{'minutes': 11, 'seconds': 46}",19,36,2015
34,Mississippi State,SEC,TD,"{'minutes': 5, 'seconds': 1}",1,"{'minutes': 9, 'seconds': 59}",100,400603885,4006038851,Texas A&M,SEC,12,True,1,{'minutes': 15},9,91,2015
35,Texas A&M,SEC,FG,"{'minutes': 4, 'seconds': 30}",1,"{'minutes': 5, 'seconds': 29}",20,400603885,4006038852,Mississippi State,SEC,11,True,1,"{'minutes': 9, 'seconds': 59}",83,63,2015
36,Mississippi State,SEC,TD,"{'minutes': 2, 'seconds': 6}",1,"{'minutes': 3, 'seconds': 23}",100,400603885,4006038853,Texas A&M,SEC,6,True,1,"{'minutes': 5, 'seconds': 29}",25,75,2015
37,Texas A&M,SEC,DOWNS,"{'minutes': 2, 'seconds': 56}",1,{'seconds': 27},35,400603885,4006038854,Mississippi State,SEC,9,False,1,"{'minutes': 3, 'seconds': 23}",75,40,2015
38,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 16}",2,"{'minutes': 13, 'seconds': 11}",63,400603885,4006038855,Texas A&M,SEC,6,True,1,{'seconds': 27},35,28,2015
39,Texas A&M,SEC,TD,"{'minutes': 1, 'seconds': 38}",2,"{'minutes': 11, 'seconds': 33}",0,400603885,4006038856,Mississippi State,SEC,4,True,2,"{'minutes': 13, 'seconds': 11}",75,75,2015
40,Mississippi State,SEC,PUNT,"{'minutes': 5, 'seconds': 44}",2,"{'minutes': 5, 'seconds': 49}",43,400603885,4006038857,Texas A&M,SEC,13,False,2,"{'minutes': 11, 'seconds': 33}",13,30,2015
