,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,season,start_period,start_time,start_yardline,yards
776,UMass,Mid-American,FG,"{'minutes': 4, 'seconds': 18}",1.0,"{'minutes': 6, 'seconds': 15}",92.0,400548158.0,4005481583,Akron,Mid-American,10.0,True,2014,1.0,"{'minutes': 10, 'seconds': 33}",49.0,43.0
777,Akron,Mid-American,PUNT,"{'minutes': 2, 'seconds': 4}",1.0,"{'minutes': 4, 'seconds': 11}",79.0,400548158.0,4005481584,UMass,Mid-American,3.0,False,2014,1.0,"{'minutes': 6, 'seconds': 15}",76.0,-3.0
778,UMass,Mid-American,TD,"{'minutes': 1, 'seconds': 34}",1.0,"{'minutes': 2, 'seconds': 37}",100.0,400548158.0,4005481585,Akron,Mid-American,5.0,True,2014,1.0,"{'minutes': 4, 'seconds': 11}",51.0,49.0
779,Akron,Mid-American,PUNT,"{'minutes': 2, 'seconds': 2}",1.0,{'seconds': 35},61.0,400548158.0,4005481586,UMass,Mid-American,3.0,False,2014,1.0,"{'minutes': 2, 'seconds': 37}",65.0,4.0
780,UMass,Mid-American,PUNT,"{'minutes': 1, 'seconds': 23}",2.0,"{'minutes': 14, 'seconds': 12}",40.0,400548158.0,4005481587,Akron,Mid-American,4.0,False,2014,1.0,{'seconds': 35},27.0,13.0
781,Akron,Mid-American,FUMBLE,"{'minutes': 1, 'seconds': 41}",2.0,"{'minutes': 12, 'seconds': 31}",63.0,400548158.0,4005481588,UMass,Mid-American,3.0,False,2014,2.0,"{'minutes': 14, 'seconds': 12}",67.0,4.0
782,UMass,Mid-American,FG,"{'minutes': 4, 'seconds': 6}",2.0,"{'minutes': 8, 'seconds': 25}",93.0,400548158.0,4005481589,Akron,Mid-American,11.0,True,2014,2.0,"{'minutes': 12, 'seconds': 31}",21.0,72.0
783,UMass,Mid-American,PUNT,"{'minutes': 1, 'seconds': 46}",1.0,"{'minutes': 13, 'seconds': 14}",68.0,400548166.0,4005481661,Buffalo,Mid-American,3.0,False,2014,1.0,{'minutes': 15},76.0,8.0
784,Buffalo,Mid-American,PUNT,{'minutes': 1},1.0,"{'minutes': 12, 'seconds': 14}",32.0,400548166.0,4005481662,UMass,Mid-American,3.0,False,2014,1.0,"{'minutes': 13, 'seconds': 14}",27.0,5.0
785,UMass,Mid-American,PUNT,"{'minutes': 1, 'seconds': 31}",1.0,"{'minutes': 10, 'seconds': 43}",90.0,400548166.0,4005481663,Buffalo,Mid-American,3.0,False,2014,1.0,"{'minutes': 12, 'seconds': 14}",93.0,3.0
