,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,season,start_period,start_time,start_yardline,yards
3804,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 45}",3.0,"{'minutes': 10, 'seconds': 48}",20.0,400933926.0,40093392618,Ole Miss,SEC,3.0,False,2017,3.0,"{'minutes': 12, 'seconds': 33}",28.0,-8.0
3805,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 4}",3.0,"{'minutes': 8, 'seconds': 44}",56.0,400933926.0,40093392619,Texas A&M,SEC,4.0,False,2017,3.0,"{'minutes': 10, 'seconds': 48}",65.0,9.0
3806,Texas A&M,SEC,INT TD,{'seconds': 40},3.0,"{'minutes': 8, 'seconds': 4}",12.0,400933926.0,40093392620,Ole Miss,SEC,2.0,True,2017,3.0,"{'minutes': 8, 'seconds': 44}",10.0,2.0
3807,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 40}",3.0,"{'minutes': 6, 'seconds': 24}",30.0,400933926.0,40093392621,Ole Miss,SEC,3.0,False,2017,3.0,"{'minutes': 8, 'seconds': 4}",25.0,5.0
3808,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 41}",3.0,"{'minutes': 4, 'seconds': 43}",50.0,400933926.0,40093392622,Texas A&M,SEC,4.0,False,2017,3.0,"{'minutes': 6, 'seconds': 24}",78.0,28.0
3809,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 20}",3.0,"{'minutes': 3, 'seconds': 23}",1.0,400933926.0,40093392623,Ole Miss,SEC,3.0,False,2017,3.0,"{'minutes': 4, 'seconds': 43}",3.0,-2.0
3810,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 51}",3.0,"{'minutes': 1, 'seconds': 32}",43.0,400933926.0,40093392624,Texas A&M,SEC,3.0,False,2017,3.0,"{'minutes': 3, 'seconds': 23}",50.0,8.0
3811,Texas A&M,SEC,PUNT,"{'minutes': 3, 'seconds': 37}",4.0,"{'minutes': 12, 'seconds': 55}",55.0,400933926.0,40093392625,Ole Miss,SEC,8.0,False,2017,3.0,"{'minutes': 1, 'seconds': 32}",19.0,36.0
3812,Ole Miss,SEC,PUNT,{'seconds': 55},4.0,{'minutes': 12},94.0,400933926.0,40093392626,Texas A&M,SEC,3.0,False,2017,4.0,"{'minutes': 12, 'seconds': 55}",97.0,3.0
3813,Texas A&M,SEC,PUNT,"{'minutes': 2, 'seconds': 44}",4.0,"{'minutes': 9, 'seconds': 16}",59.0,400933926.0,40093392627,Ole Miss,SEC,6.0,False,2017,4.0,{'minutes': 12},48.0,11.0
3814,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 39}",4.0,"{'minutes': 7, 'seconds': 37}",87.0,400933926.0,40093392628,Texas A&M,SEC,3.0,False,2017,4.0,"{'minutes': 9, 'seconds': 16}",93.0,6.0
3815,Texas A&M,SEC,PUNT,{'seconds': 50},4.0,"{'minutes': 6, 'seconds': 47}",10.0,400933926.0,40093392629,Ole Miss,SEC,3.0,False,2017,4.0,"{'minutes': 7, 'seconds': 37}",36.0,-26.0
3816,Ole Miss,SEC,FG,"{'minutes': 4, 'seconds': 48}",4.0,"{'minutes': 1, 'seconds': 59}",1.0,400933926.0,40093392630,Texas A&M,SEC,11.0,True,2017,4.0,"{'minutes': 6, 'seconds': 47}",48.0,47.0
3817,Texas A&M,SEC,DOWNS,{'seconds': 45},4.0,"{'minutes': 1, 'seconds': 14}",42.0,400933926.0,40093392631,Ole Miss,SEC,4.0,False,2017,4.0,"{'minutes': 1, 'seconds': 59}",34.0,8.0
3818,Ole Miss,SEC,END OF GAME,"{'minutes': 1, 'seconds': 14}",4.0,{},46.0,400933926.0,40093392632,Texas A&M,SEC,2.0,False,2017,4.0,"{'minutes': 1, 'seconds': 14}",41.0,-5.0
3819,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 15}",2.0,"{'minutes': 10, 'seconds': 16}",71.0,400933936.0,40093393610,Texas A&M,SEC,3.0,False,2017,2.0,"{'minutes': 11, 'seconds': 31}",80.0,9.0
