season,game_id,home_team,away_team,neutral_site,home_score,away_score,pred_home_score,pred_away_score,prob_winner,prob_spread,prob_total,total_error,spread_error,home_error,away_error
2008,282502751,Wyoming,Air Force,False,3,23,20.7089,60.2439,0.6870,0.8097,0.4980,54.9528,19.5350,17.7089,37.2439
2008,282570248,Houston,Air Force,False,28,31,24.6726,39.4998,0.5826,0.8679,0.9420,5.1725,11.8272,3.3274,8.4998
2008,282642005,Air Force,Utah,False,23,30,46.2682,33.3135,0.4338,0.7974,0.7324,26.5816,19.9547,23.2682,3.3135
2008,282782005,Air Force,Navy,False,27,33,31.8073,32.1213,0.5018,0.9338,0.9543,3.9286,5.6860,4.8073,0.8787
2008,282850021,San Diego State,Air Force,False,10,35,20.8315,40.7666,0.5965,0.9505,0.8387,16.5982,5.0649,10.8315,5.7666
2008,282922439,UNLV,Air Force,False,28,29,30.5976,50.5638,0.5939,0.8215,0.7738,24.1614,18.9663,2.5976,21.5638
2008,282972005,Air Force,New Mexico,False,23,10,24.2135,43.4875,0.3960,0.6587,0.6348,34.7010,32.2739,1.2135,33.4875
2008,283060349,Army,Air Force,False,7,16,27.7310,25.5423,0.4869,0.8664,0.6489,30.2733,11.1887,20.7310,9.5423
2008,283132005,Air Force,Colorado State,False,38,17,42.1605,33.4647,0.5481,0.8642,0.7743,20.6252,12.3042,4.1605,16.4647
2008,283202005,Air Force,BYU,False,24,38,30.7294,42.8390,0.5592,0.9815,0.8869,11.5684,1.8904,6.7294,4.8390
2008,283272628,TCU,Air Force,False,44,10,42.8181,29.9461,0.5742,0.7588,0.7851,18.7642,21.1280,1.1819,19.9461
2009,292550135,Minnesota,Air Force,False,20,13,28.9422,50.5994,0.3971,0.7300,0.5751,46.5416,28.6572,8.9422,37.5994
2009,292620167,New Mexico,Air Force,False,13,37,10.5574,59.0395,0.7585,0.7231,0.7767,19.5969,24.4821,2.4426,22.0395
2009,292692005,Air Force,San Diego State,False,26,14,48.1880,10.9930,0.6846,0.7448,0.8042,19.1810,25.1950,22.1880,3.0070
2009,292762426,Navy,Air Force,False,16,13,24.3053,24.0809,0.5013,0.9689,0.7851,19.3862,2.7755,8.3053,11.0809
2009,292832005,Air Force,TCU,False,17,20,18.3834,26.9104,0.5437,0.9433,0.9151,8.2938,5.5270,1.3834,6.9104
2009,292902005,Air Force,Wyoming,False,10,0,15.9032,28.9713,0.4348,0.7719,0.6611,34.8746,23.0681,5.9032,28.9713
2009,292970254,Utah,Air Force,False,23,16,23.2746,12.6306,0.5609,0.9582,0.9645,3.0949,3.6440,0.2746,3.3694
2009,293040036,Colorado State,Air Force,False,16,34,17.7186,44.5222,0.6587,0.8931,0.8518,12.2408,8.8037,1.7186,10.5222
2009,293112005,Air Force,Army,False,35,7,27.8668,14.6228,0.5988,0.7803,0.9926,0.4896,14.7561,7.1332,7.6228
2009,293182005,Air Force,UNLV,False,45,17,44.5411,29.9488,0.5873,0.8394,0.8502,12.4899,13.4078,0.4589,12.9488
2009,293250252,BYU,Air Force,False,38,21,30.7819,47.9615,0.4020,0.6215,0.7755,19.7435,34.1796,7.2181,26.9615
2010,302542005,Air Force,BYU,False,35,14,43.8267,39.0813,0.5226,0.8461,0.6855,33.9079,16.2546,8.8267,25.0813
2010,302610201,Oklahoma,Air Force,False,27,24,45.2223,37.7372,0.5332,0.9602,0.7223,31.9595,4.4851,18.2223,13.7372
2010,302682751,Wyoming,Air Force,False,14,20,23.3438,66.5118,0.7210,0.6139,0.4484,55.8556,37.1680,9.3438,46.5118
2010,302752005,Air Force,Navy,False,14,6,33.0029,34.7653,0.4885,0.8728,0.4334,47.7682,9.7624,19.0029,28.7653
2010,302822005,Air Force,Colorado State,False,49,27,36.0238,23.1366,0.5836,0.8814,0.7828,16.8396,9.1128,12.9762,3.8634
2010,302890021,San Diego State,Air Force,False,27,25,32.2566,35.8076,0.4808,0.9401,0.8278,16.0642,5.5510,5.2566,10.8076
2010,302962628,TCU,Air Force,False,38,7,45.6900,16.4374,0.6905,0.9763,0.7710,17.1274,1.7474,7.6900,9.4374
2010,303032005,Air Force,Utah,False,23,28,24.5562,55.6326,0.6585,0.7318,0.7012,29.1889,26.0764,1.5562,27.6326
2010,303100349,Army,Air Force,False,22,42,37.1344,15.6492,0.3521,0.4635,0.8429,11.2164,41.4852,15.1344,26.3508
2010,303172005,Air Force,New Mexico,False,48,23,40.4413,41.0745,0.4966,0.7335,0.8889,10.5159,25.6332,7.5587,18.0745
2010,303222439,UNLV,Air Force,False,20,35,33.7260,51.6906,0.5868,0.9711,0.7105,30.4165,2.9646,13.7260,16.6906
2011,312532005,Air Force,TCU,False,19,35,49.9574,54.0549,0.5175,0.8983,0.5913,50.0123,11.9026,30.9574,19.0549
2011,312742426,Navy,Air Force,False,34,35,52.6755,32.0208,0.3980,0.7864,0.8442,15.6963,21.6546,18.6755,2.9792
2011,312810087,Notre Dame,Air Force,False,59,33,49.1714,36.8659,0.5709,0.8423,0.9310,5.9628,13.6945,9.8286,3.8659
2011,312862005,Air Force,San Diego State,False,27,41,51.0340,44.9113,0.4718,0.8160,0.7465,27.9453,20.1228,24.0340,3.9113
2011,312950068,Boise State,Air Force,False,37,26,81.8139,18.5466,0.7825,0.5190,0.6448,37.3605,52.2673,44.8139,7.4534
2011,313020167,New Mexico,Air Force,False,0,42,41.0887,55.0127,0.5667,0.7349,0.5141,54.1014,28.0760,41.0887,13.0127
2011,313092005,Air Force,Army,False,24,14,33.4180,32.9733,0.5021,0.9086,0.7330,28.3913,9.5553,9.4180,18.9733
2011,313162005,Air Force,Wyoming,False,17,25,34.2069,27.2308,0.4636,0.8444,0.7989,19.4377,14.9760,17.2069,2.2308
2011,313232005,Air Force,UNLV,False,45,17,44.7142,15.1122,0.6490,0.9835,0.9776,2.1736,1.6019,0.2858,1.8878
2011,313300036,Colorado State,Air Force,False,21,45,16.2180,43.9202,0.6426,0.9610,0.9384,5.8618,3.7022,4.7820,1.0798
2012,322520130,Michigan,Air Force,False,31,25,32.6750,62.9659,0.3490,0.6421,0.6117,39.6410,36.2909,1.6750,37.9659
2012,322662439,UNLV,Air Force,False,38,35,30.2116,54.4420,0.3820,0.7359,0.8852,11.6536,27.2304,7.7884,19.4420
2012,322732005,Air Force,Colorado State,False,42,21,55.8353,37.9326,0.5912,0.9682,0.6918,30.7678,3.0973,13.8353,16.9326
2012,322802005,Air Force,Navy,False,21,28,40.8990,20.5100,0.3841,0.6922,0.8576,12.4090,27.3890,19.8990,7.4900
2012,322872751,Wyoming,Air Force,False,27,28,37.0480,40.7545,0.5171,0.9750,0.7917,22.8025,2.7065,10.0480,12.7545
2012,322942005,Air Force,New Mexico,False,28,23,39.8268,35.4883,0.5220,0.9933,0.7570,24.3151,0.6615,11.8268,12.4883
2012,323002005,Air Force,Nevada,False,48,31,39.7554,47.5425,0.4632,0.7687,0.9216,8.2979,24.7872,8.2446,16.5425
2012,323080349,Army,Air Force,False,41,21,42.1264,51.0329,0.4543,0.7093,0.6878,31.1594,28.9065,1.1264,30.0329
2012,323150021,San Diego State,Air Force,False,28,9,48.2987,37.6701,0.5558,0.9119,0.5177,48.9688,8.3714,20.2987,28.6701
2012,323212005,Air Force,Hawai'i,False,21,7,37.4844,20.3894,0.5726,0.9736,0.7491,29.8738,3.0950,16.4844,13.3894
2012,323290278,Fresno State,Air Force,False,48,15,48.1090,13.7279,0.6443,0.9881,0.9900,1.1630,1.3811,0.1090,1.2721
2013,332502005,Air Force,Utah State,False,20,52,32.2392,53.5810,0.5984,0.9010,0.8718,13.8202,10.6582,12.2392,1.5810
2013,332560068,Boise State,Air Force,False,42,20,51.0457,27.3378,0.6245,0.9818,0.8265,16.3834,1.7079,9.0457,7.3378
2013,332642005,Air Force,Wyoming,False,23,56,29.1637,58.0715,0.6295,0.9627,0.9250,8.2352,4.0922,6.1637,2.0715
2013,332712440,Nevada,Air Force,False,45,42,58.4759,33.7500,0.6278,0.7745,0.9451,5.2259,21.7259,13.4759,8.2500
2013,332782426,Navy,Air Force,False,28,10,67.6383,35.9835,0.6775,0.8425,0.3396,65.6217,13.6548,39.6383,25.9835
2013,332832005,Air Force,San Diego State,False,20,27,40.0849,64.8604,0.6172,0.8306,0.4855,57.9452,17.7755,20.0849,37.8604
2013,332992005,Air Force,Notre Dame,False,10,45,34.0982,42.5277,0.5446,0.7241,0.7739,21.6258,26.5705,24.0982,2.4723
2013,333062005,Air Force,Army,False,42,28,30.9446,51.6879,0.3813,0.6130,0.8541,12.6325,34.7434,11.0554,23.6879
2013,333120167,New Mexico,Air Force,False,45,37,49.3754,56.0323,0.4658,0.8501,0.7629,23.4077,14.6568,4.3754,19.0323
2013,333252005,Air Force,UNLV,False,21,41,44.5876,63.2455,0.5879,0.9873,0.5854,45.8331,1.3421,23.5876,22.2455
2013,333340036,Colorado State,Air Force,False,58,13,62.4853,44.0397,0.6026,0.7080,0.6163,35.5250,26.5543,4.4853,31.0397
2014,400548180,Wyoming,Air Force,False,17,13,13.3447,22.2581,0.4003,0.7145,0.8739,5.6028,12.9135,3.6553,9.2581
2014,400548189,Georgia State,Air Force,False,38,48,9.5975,30.6284,0.7225,0.7569,0.1989,45.7742,11.0309,28.4025,17.3716
2014,400548199,Air Force,Boise State,False,28,14,18.0516,19.8596,0.4779,0.6272,0.9000,4.0888,15.8081,9.9484,5.8596
2014,400548205,Air Force,Navy,False,30,21,20.3852,13.4814,0.5763,0.9534,0.6331,17.1334,2.0962,9.6148,7.5186
2014,400548210,Utah State,Air Force,False,34,16,17.5626,20.5742,0.4716,0.6193,0.7791,11.8632,21.0116,16.4374,4.5742
2014,400548215,Air Force,New Mexico,False,35,31,19.9054,16.7669,0.5337,0.9815,0.4294,29.3277,0.8615,15.0946,14.2331
2014,400548226,Army,Air Force,False,6,23,20.6912,19.5369,0.4894,0.6756,0.7958,11.2281,18.1543,14.6912,3.4631
2014,400548232,UNLV,Air Force,False,21,48,18.6052,21.4764,0.5272,0.5661,0.4916,28.9184,24.1289,2.3948,26.5236
2014,400548238,Air Force,Nevada,False,45,38,19.8535,20.7843,0.4903,0.8364,0.2702,42.3622,7.9308,25.1465,17.2157
2014,400548243,San Diego State,Air Force,False,30,14,19.0563,25.6355,0.4293,0.5408,0.9851,0.6917,22.5792,10.9437,11.6355
2014,400548249,Air Force,Colorado State,False,27,24,18.5583,31.5107,0.3725,0.6887,0.9813,0.9309,15.9524,8.4417,7.5107
2015,400787117,Air Force,San José State,False,37,16,18.3765,16.5643,0.5177,0.6377,0.6576,18.0591,19.1878,18.6235,0.5643
2015,400763512,Michigan State,Air Force,False,35,21,20.3271,15.3642,0.5532,0.8076,0.5843,20.3088,9.0371,14.6729,5.6358
2015,400764876,Navy,Air Force,False,33,11,27.4873,12.3994,0.6777,0.8326,0.8999,4.1133,6.9120,5.5127,1.3994
2015,400787254,Air Force,Wyoming,False,31,17,27.1352,11.1688,0.6604,0.9594,0.8017,9.6960,1.9664,3.8648,5.8312
2015,400787260,Colorado State,Air Force,False,38,23,9.6106,25.5518,0.3477,0.4473,0.5257,25.8376,30.9412,28.3894,2.5518
2015,400787266,Air Force,Fresno State,False,42,14,27.4829,7.9426,0.6749,0.8444,0.6331,20.5746,8.4597,14.5171,6.0574
2015,400787271,Hawai'i,Air Force,False,7,58,9.7205,20.7572,0.6018,0.3500,0.4194,34.5223,39.9633,2.7205,37.2428
2015,400760497,Air Force,Army,False,20,3,19.7892,19.2361,0.5053,0.6933,0.7007,16.0253,16.4468,0.2108,16.2361
2015,400787280,Air Force,Utah State,False,35,28,18.0752,20.5964,0.4738,0.8040,0.5260,24.3284,9.5213,16.9248,7.4036
2015,400790881,Boise State,Air Force,False,30,37,21.0985,20.5578,0.4948,0.8563,0.5427,25.3437,7.5407,8.9015,16.4422
2015,400787292,New Mexico,Air Force,False,47,35,11.8875,28.6947,0.3375,0.4724,0.3015,41.4178,28.8073,35.1125,6.3053
2015,400852675,San Diego State,Air Force,False,27,24,28.0961,6.8240,0.6979,0.6561,0.6951,16.0799,18.2720,1.0961,17.1760
2016,400869184,Air Force,Georgia State,False,48,14,23.5627,12.9855,0.6158,0.5145,0.4788,25.4518,23.4227,24.4373,1.0145
2016,400869199,Utah State,Air Force,False,20,27,17.7486,22.6201,0.5573,0.9498,0.8445,6.6312,2.1285,2.2514,4.3799
2016,400869206,Air Force,Navy,False,28,14,25.5213,10.0795,0.6760,0.9660,0.8499,6.3992,1.4418,2.4787,3.9205
2016,400869213,Wyoming,Air Force,False,35,26,15.5066,18.8591,0.4658,0.7521,0.4958,26.6344,12.3525,19.4934,7.1409
2016,400869219,Air Force,New Mexico,True,40,45,28.0027,17.7879,0.4013,0.7097,0.3373,39.2093,15.2148,11.9973,27.2121
2016,400869225,Air Force,Hawai'i,False,27,34,22.0749,24.4854,0.5242,0.9079,0.7158,14.4397,4.5895,4.9251,9.5146
2016,400869231,Fresno State,Air Force,False,21,31,16.2441,21.8256,0.5619,0.9019,0.6974,13.9303,4.4185,4.7559,9.1744
2016,400868918,Army,Air Force,False,12,31,16.7778,11.8436,0.4518,0.5569,0.7241,14.3785,23.9342,4.7778,19.1564
2016,400869241,Air Force,Colorado State,False,49,46,18.0087,23.7853,0.4415,0.8232,0.1755,53.2060,8.7766,30.9913,22.2147
2016,400869247,San José State,Air Force,False,38,41,17.1574,27.5530,0.6014,0.8550,0.3968,34.2896,7.3955,20.8426,13.4470
2016,400869252,Air Force,Boise State,False,27,20,14.7279,28.4435,0.3691,0.6136,0.9256,3.8286,20.7156,12.2721,8.4435
2017,400935352,Michigan,Air Force,False,29,13,20.4105,8.4679,0.6317,0.9090,0.7118,13.1216,4.0574,8.5895,4.5321
2017,400945259,Air Force,San Diego State,False,24,28,20.5553,22.5604,0.5203,0.9596,0.8214,8.8843,1.9949,3.4447,5.4396
2017,400945263,New Mexico,Air Force,False,56,38,17.4042,27.1504,0.4071,0.5033,0.2330,49.4454,27.7462,38.5958,10.8496
2017,400941815,Navy,Air Force,False,48,45,24.6069,16.6847,0.6041,0.8697,0.0848,51.7083,4.9222,23.3931,28.3153
2017,400945272,Air Force,UNLV,False,34,30,27.2602,23.8987,0.5334,0.9873,0.7492,12.8411,0.6386,6.7398,6.1013
2017,400945278,Nevada,Air Force,False,42,45,27.6980,20.6886,0.4369,0.8205,0.3815,38.6134,10.0095,14.3020,24.3114
2017,400945283,Colorado State,Air Force,False,28,45,32.3384,21.2192,0.4011,0.5263,0.6613,19.4425,28.1192,4.3384,23.7808
2017,400934569,Air Force,Army,False,0,21,15.2044,25.6307,0.6223,0.7521,0.5535,19.8351,10.5737,15.2044,4.6307
2017,400945295,Air Force,Wyoming,False,14,28,14.7563,23.2234,0.5833,0.8907,0.9205,4.0203,5.5329,0.7563,4.7766
2017,400945300,Boise State,Air Force,False,44,19,29.1115,15.7702,0.6298,0.7721,0.6527,18.1183,11.6587,14.8885,3.2298
2017,400945306,Air Force,Utah State,False,38,35,10.3569,23.1081,0.3715,0.6856,0.3095,39.5350,15.7512,27.6431,11.8919
2018,401014983,Florida Atlantic,Air Force,False,33,26,19.3205,28.3201,0.4117,0.6915,0.7781,11.3594,15.9995,13.6795,2.3201
2018,401022522,Utah State,Air Force,False,42,32,24.3747,15.0880,0.5964,0.9850,0.3640,34.5374,0.7133,17.6253,16.9120
2018,401022525,Air Force,Nevada,False,25,28,24.0728,20.1678,0.4656,0.8786,0.8464,8.7594,6.9051,0.9272,7.8322
2018,401019504,Air Force,Navy,False,35,7,16.7939,19.7051,0.4698,0.4218,0.8863,5.5010,30.9113,18.2061,12.7051
2018,401022533,San Diego State,Air Force,False,21,17,11.6759,16.1443,0.4509,0.8149,0.7784,10.1798,8.4684,9.3241,0.8557
2018,401022539,UNLV,Air Force,False,35,41,15.8637,22.2645,0.5553,0.9931,0.4107,37.8718,0.4008,19.1363,18.7355
2018,401022544,Air Force,Boise State,False,38,48,16.4218,17.7268,0.5114,0.8485,0.2545,51.8515,8.6950,21.5782,30.2732
2018,401013373,Army,Air Force,False,17,14,27.6388,15.4857,0.6310,0.8011,0.7386,12.1245,9.1531,10.6388,1.4857
2018,401022554,Air Force,New Mexico,False,42,24,25.4837,15.5497,0.5899,0.8536,0.5679,24.9666,8.0661,16.5163,8.4503
2018,401022559,Wyoming,Air Force,False,35,27,20.0686,21.9448,0.4818,0.8104,0.6272,19.9866,9.8762,14.9314,5.0552
2018,401022565,Air Force,Colorado State,False,27,19,28.9899,16.3705,0.6191,0.9117,0.9877,0.6396,4.6194,1.9899,2.6295
2008,282430275,Wisconsin,Akron,False,38,17,46.3816,37.7869,0.5408,0.8825,0.7282,29.1685,12.4053,8.3816,20.7869
2008,282500183,Syracuse,Akron,False,28,42,36.2584,33.1978,0.4863,0.8482,0.9951,0.5438,17.0606,8.2584,8.8022
2008,282572006,Akron,Ball State,False,24,41,28.4376,60.5249,0.6560,0.8502,0.7642,23.9625,15.0873,4.4376,19.5249
2008,282640349,Army,Akron,False,3,22,28.4985,31.9178,0.5171,0.8447,0.6561,35.4163,15.5807,25.4985,9.9178
2008,282712006,Akron,Cincinnati,False,15,17,37.4490,37.1645,0.4987,0.9796,0.6333,42.6135,2.2845,22.4490,20.1645
2008,282782309,Kent State,Akron,False,27,30,25.7212,45.7121,0.5983,0.8325,0.8574,14.4333,16.9909,1.2788,15.7121
2008,282852006,Akron,Bowling Green,False,33,37,29.2235,23.5138,0.4673,0.8890,0.8041,17.2626,9.7097,3.7765,13.4862
2008,282922199,Eastern Michigan,Akron,False,35,42,27.2951,40.1634,0.5722,0.9339,0.8927,9.5416,5.8683,7.7049,1.8366
2008,283102006,Akron,Toledo,False,47,30,45.9829,40.4978,0.5252,0.8946,0.9132,9.4808,11.5149,1.0171,10.4978
2008,283182006,Akron,Buffalo,False,40,43,45.0871,55.5148,0.5501,0.9286,0.8317,17.6019,7.4277,5.0871,12.5148
2008,283270195,Ohio,Akron,False,49,42,30.5936,51.7245,0.3865,0.7010,0.9057,8.6819,28.1308,18.4064,9.7245
2008,283330218,Temple,Akron,False,27,6,47.0499,45.9286,0.5056,0.8024,0.4501,59.9785,19.8786,20.0499,39.9286
2009,292480213,Penn State,Akron,False,31,7,60.7004,39.8707,0.6043,0.9679,0.4268,62.5711,3.1703,29.7004,32.8707
2009,292622006,Akron,Indiana,False,21,38,39.4283,20.3946,0.3795,0.5615,0.9894,0.8228,36.0337,18.4283,17.6054
2009,292692117,Central Michigan,Akron,False,48,21,39.4744,22.8724,0.5986,0.8757,0.9203,6.6531,10.3980,8.5256,1.8724
2009,292832006,Akron,Ohio,False,7,19,19.6157,39.6225,0.5937,0.9244,0.6935,33.2382,8.0068,12.6157,20.6225
2009,292902084,Buffalo,Akron,False,21,17,33.0617,23.9324,0.5475,0.9466,0.8040,18.9942,5.1293,12.0617,6.9324
2009,292970183,Syracuse,Akron,False,28,14,36.1291,22.6045,0.5686,0.9952,0.8307,16.7336,0.4754,8.1291,8.6045
2009,293042459,Northern Illinois,Akron,False,27,10,40.4704,14.0624,0.6494,0.8912,0.7989,17.5327,9.4080,13.4704,4.0624
2009,293112006,Akron,Kent State,False,28,20,11.5264,37.7414,0.3502,0.6154,0.9851,1.2679,34.2150,16.4736,17.7414
2009,293172006,Akron,Temple,False,17,56,27.9769,46.9962,0.6024,0.7851,0.9785,1.9730,19.9807,10.9769,9.0038
2009,293240189,Bowling Green,Akron,False,36,20,46.4533,23.4106,0.6234,0.9234,0.8499,13.8639,7.0427,10.4533,3.4106
2009,293312006,Akron,Eastern Michigan,False,28,21,43.5975,24.7160,0.5871,0.8898,0.8218,19.3136,11.8815,15.5975,3.7160
2010,302472006,Akron,Syracuse,False,3,29,21.5412,45.7127,0.6161,0.9822,0.6666,35.2539,1.8285,18.5412,16.7127
2010,302610096,Kentucky,Akron,False,47,10,45.3907,28.4748,0.5860,0.7965,0.8285,16.8655,20.0840,1.6093,18.4748
2010,302680084,Indiana,Akron,False,35,20,48.6796,33.4809,0.5703,0.9982,0.7514,27.1605,0.1987,13.6796,13.4809
2010,302752006,Akron,Northern Illinois,False,14,50,36.6733,63.6598,0.6408,0.9042,0.6274,36.3331,9.0135,22.6733,13.6598
2010,302822309,Kent State,Akron,False,28,17,42.6299,27.0455,0.5898,0.9468,0.7193,24.6754,4.5844,14.6299,10.0455
2010,302890195,Ohio,Akron,False,38,10,32.4638,31.1005,0.5074,0.7168,0.8322,15.5642,26.6367,5.5362,21.1005
2010,302962006,Akron,Western Michigan,False,10,56,21.0294,35.6189,0.5637,0.7301,0.9182,9.3517,31.4105,11.0294,20.3811
2010,303030218,Temple,Akron,False,30,0,37.7400,8.5145,0.6478,0.9920,0.8328,16.2546,0.7745,7.7400,8.5145
2010,303102050,Ball State,Akron,False,37,30,37.9106,25.1185,0.5643,0.9415,0.9599,3.9709,5.7921,0.9106,4.8815
2010,303212006,Akron,Miami (OH),False,14,19,20.2643,35.8936,0.5762,0.8960,0.7757,23.1579,10.6293,6.2643,16.8936
2010,303302006,Akron,Buffalo,False,22,14,24.9697,28.7988,0.4783,0.8662,0.8002,17.7684,11.8291,2.9697,14.7988
2011,312460194,Ohio State,Akron,False,42,0,40.5744,17.7380,0.6245,0.7901,0.8207,16.3124,19.1636,1.4256,17.7380
2011,312532006,Akron,Temple,False,3,41,13.9868,36.2006,0.6157,0.8344,0.9347,6.1874,15.7863,10.9868,4.7994
2011,312602132,Cincinnati,Akron,False,59,14,50.6520,15.3849,0.6823,0.8959,0.9254,6.9632,9.7329,8.3480,1.3849
2011,312742199,Eastern Michigan,Akron,False,31,23,20.1915,31.0386,0.4435,0.8050,0.9711,2.7699,18.8471,10.8085,8.0386
2011,312812006,Akron,Florida International,False,17,27,39.9230,33.3876,0.4707,0.8524,0.7415,29.3106,16.5353,22.9230,6.3876
2011,312952006,Akron,Ohio,False,20,37,41.8116,38.6071,0.4823,0.7796,0.7456,23.4187,20.2045,21.8116,1.6071
2011,313022006,Akron,Central Michigan,False,22,23,48.6550,37.7837,0.4431,0.8757,0.5852,41.4388,11.8713,26.6550,14.7837
2011,313070193,Miami (OH),Akron,False,35,3,39.8358,29.3581,0.5529,0.7846,0.6920,31.1939,21.5224,4.8358,26.3581
2011,313162006,Akron,Kent State,False,3,35,20.3774,38.3360,0.6011,0.8412,0.7675,20.7134,14.0414,17.3774,3.3360
2011,313232084,Buffalo,Akron,False,51,10,47.8431,40.8140,0.5397,0.6302,0.6951,27.6571,33.9709,3.1569,30.8140
2011,313292711,Western Michigan,Akron,False,68,19,73.4212,26.6161,0.6937,0.9811,0.8878,13.0373,2.1949,5.4212,7.6161
2012,322432006,Akron,UCF,False,14,56,16.1073,65.2027,0.7290,0.9298,0.8883,11.3101,7.0954,2.1073,9.2027
2012,322522229,Florida International,Akron,False,41,38,74.5294,11.2325,0.7610,0.4991,0.9396,6.7619,60.2968,33.5294,26.7675
2012,322662633,Tennessee,Akron,False,47,26,56.9603,39.0899,0.5724,0.9745,0.8140,23.0502,3.1297,9.9603,13.0899
2012,322732006,Akron,Miami (OH),False,49,56,38.3802,42.5840,0.5187,0.9751,0.7888,24.0358,2.7963,10.6198,13.4160
2012,322802006,Akron,Bowling Green,False,10,24,46.8616,47.2249,0.5016,0.8768,0.4947,60.0865,13.6367,36.8616,23.2249
2012,322870195,Ohio,Akron,False,34,28,69.1300,26.4326,0.6896,0.6707,0.6974,33.5626,36.6975,35.1300,1.5674
2012,322942006,Akron,Northern Illinois,False,7,37,25.5156,72.3027,0.7111,0.8417,0.5219,53.8184,16.7871,18.5156,35.3027
2012,323012117,Central Michigan,Akron,False,35,14,56.6097,38.2479,0.5885,0.9744,0.5764,45.8576,2.6382,21.6097,24.2479
2012,323082309,Kent State,Akron,False,35,24,54.8027,11.2845,0.7148,0.6715,0.9264,7.0872,32.5182,19.8027,12.7155
2012,323252649,Toledo,Akron,False,35,23,51.4073,25.0324,0.6221,0.8654,0.8279,18.4397,14.3749,16.4073,2.0324
2013,332412116,UCF,Akron,False,38,7,55.6541,24.1436,0.6439,0.9952,0.6838,34.7977,0.5105,17.6541,17.1436
2013,332570130,Michigan,Akron,False,28,24,53.7548,23.6172,0.6481,0.7416,0.7489,25.3719,26.1376,25.7548,0.3828
2013,332642006,Akron,Louisiana,False,30,35,23.6758,46.8982,0.6115,0.8242,0.9458,5.5739,18.2224,6.3242,11.8982
2013,332710189,Bowling Green,Akron,False,31,14,48.3039,38.1975,0.5513,0.9299,0.5961,41.5014,6.8935,17.3039,24.1975
2013,332782006,Akron,Ohio,False,3,43,28.0022,46.5885,0.5891,0.7952,0.7289,28.5907,21.4137,25.0022,3.5885
2013,332852459,Northern Illinois,Akron,False,27,20,66.0104,22.1411,0.7032,0.6538,0.6166,41.1515,36.8693,39.0104,2.1411
2013,332920193,Miami (OH),Akron,False,17,24,30.0499,29.1695,0.4946,0.9028,0.7776,18.2193,7.8804,13.0499,5.1695
2013,332992006,Akron,Ball State,False,24,42,20.0477,54.7865,0.6569,0.8457,0.9182,8.8342,16.7387,3.9523,12.7865
2013,333062006,Akron,Kent State,False,16,7,48.5618,36.9995,0.5586,0.9739,0.4248,62.5612,2.5623,32.5618,29.9995
2013,333200113,UMass,Akron,False,13,14,23.9668,48.8758,0.6333,0.7437,0.5307,45.8427,23.9090,10.9668,34.8758
2013,333332006,Akron,Toledo,False,31,29,40.1129,51.9824,0.4370,0.8530,0.6682,32.0953,13.8694,9.1129,22.9824
2014,400547986,Penn State,Akron,False,21,3,5.5315,18.6820,0.3584,0.3902,0.9953,0.2134,31.1505,15.4685,15.6820
2014,400548029,Akron,Marshall,False,17,48,12.8259,25.5362,0.6405,0.6047,0.4509,26.6379,18.2897,4.1741,22.4638
2014,400547811,Pittsburgh,Akron,False,10,21,23.2613,19.3576,0.4597,0.6994,0.7634,11.6189,14.9038,13.2613,1.6424
2014,400548122,Akron,Eastern Michigan,False,31,6,25.6896,5.2098,0.6909,0.9124,0.8820,6.1006,4.5202,5.3104,0.7902
2014,400548130,Akron,Miami (OH),False,29,19,20.3253,15.9187,0.5411,0.8959,0.7833,11.7560,5.5933,8.6747,3.0813
2014,400548133,Ohio,Akron,False,23,20,7.5829,24.3093,0.3050,0.5474,0.7348,11.1078,19.7264,15.4171,4.3093
2014,400548139,Ball State,Akron,False,35,21,15.9299,19.9132,0.4595,0.6460,0.6067,20.1569,17.9833,19.0701,1.0868
2014,400548147,Akron,Bowling Green,False,10,27,17.0279,19.4734,0.5241,0.7190,0.9902,0.4987,14.5545,7.0279,7.5266
2014,400548151,Buffalo,Akron,False,55,24,10.5848,13.0190,0.4763,0.4147,0.1765,55.3962,33.4342,44.4152,10.9810
2014,400548158,Akron,UMass,False,30,6,6.9837,26.3656,0.3247,0.3090,0.9504,2.6508,43.3819,23.0163,20.3656
2014,400548163,Kent State,Akron,False,27,24,11.6248,9.3681,0.5230,0.9848,0.4425,30.0070,0.7433,15.3752,14.6319
2015,400763404,Oklahoma,Akron,False,41,3,20.2374,17.8200,0.5221,0.4140,0.8915,5.9426,35.5826,20.7626,14.8200
2015,400756915,Akron,Pittsburgh,False,7,24,28.3820,17.2806,0.4031,0.5345,0.7458,14.6626,28.1014,21.3820,6.7194
2015,400787313,Louisiana,Akron,False,14,35,11.7564,22.5443,0.6062,0.7987,0.7136,14.6994,10.2121,2.2436,12.4557
2015,400787316,Akron,Ohio,False,12,14,17.0105,20.4982,0.5352,0.9699,0.7707,11.5087,1.4878,5.0105,6.4982
2015,400787322,Eastern Michigan,Akron,False,21,47,13.8941,28.2985,0.6526,0.7521,0.4820,25.8074,11.5956,7.1059,18.7015
2015,400787331,Bowling Green,Akron,False,59,10,22.2018,25.5165,0.4639,0.1522,0.5603,21.2816,52.3147,36.7982,15.5165
