w1,w2,w3,hf,per_corr,de_mean,de_std,tp_mean,tp_std,hpe_mean,hpe_std,ape_mean,ape_std
0.15,0.35,0.5,0.0,62.05874774542644,4.3801835197091545,19.805131114535346,39.411817254352385,24.032826382694502,21.848588926065975,15.866571936373273,17.563228328286417,15.169148628663898
0.1,0.2,0.7,0.0,61.917031692862665,4.3798044679008425,19.803949118418227,39.41154686074047,24.032164463667964,21.848074677451702,15.864863594649835,17.56347218328877,15.169105559631806
0.15,0.35,0.5,3.0,61.92991497036846,4.378984195828326,19.804597946970798,39.41092453747658,24.033241552888203,21.846943243747237,15.866644104726678,17.563981293729338,15.169066439966757
0.15,0.25,0.6,0.0,61.7108992527699,4.379204323431724,19.804448450972803,39.41173006772456,24.031943269717974,21.847566136474626,15.86567333757291,17.564163931249933,15.168228892286669
