w1,w2,w3,hf,per_corr,de_mean,de_std,tp_mean,tp_std,hpe_mean,hpe_std,ape_mean,ape_std
0.15,0.35,0.5,0.0,60.58,4.3724,19.7239,38.6024,24.5543,21.4361,16.0674,17.1663,15.3667
